price,beds,baths,house_size,land_size
29000000,5,4,4250,16
17500000,4,4,1800,8.75
17500000,4,3,2000,7.7
7800000,3,2,1500,7.5
7500000,5,2,1400,12
34000000,4,4,3400,10
57500000,5,5,3800,20
7900000,3,2,1500,8
36500000,7,6,3500,9
15500000,3,3,2100,7
32500000,4,3,3500,10
28000000,4,4,3000,8
22000000,4,4,2860,6.1
27000000,5,4,5400,12.8
30000000,5,4,4500,16
17500000,4,3,2900,7
57000000,4,3,3000,15.5
29500000,4,3,2885,25.1
69500000,6,4,4000,10
25500000,5,4,3600,11
100000000,7,6,8600,19.6
48500000,4,3,3200,10.5
26500000,4,2,2000,42
12000000,4,2,2200,10
47500000,5,4,4000,15
2700000,2,1,1570,1.5
30000000,4,2,2000,10
12500000,3,2,1500,8
37500000,5,4,3300,10
14800000,3,2,1800,8.7
32000000,5,4,4600,16
13750000,3,3,2150,8.5
35000000,6,4,3700,18
8100000,3,2,1100,16
22500000,3,3,1850,10
15000000,3,2,1500,7.5
17800000,3,3,1650,10
22000000,4,4,2650,11.6
44887500,4,2,2500,9.5
10000000,2,2,995,3.5
22000000,4,4,3450,10
28000000,4,4,3000,8
21000000,4,3,3024,8
9000000,2,2,1050,8
28000000,4,2,4200,18.2
25000000,4,4,2500,8.5
26000000,4,4,3600,7.5
45000000,8,6,6000,21
22500000,5,4,3600,8.5
482000000,6,5,6000,31
50000000,4,3,4000,21
23500000,3,3,2000,8
6000000,2,1,1100,6.5
18000000,4,4,2400,10
14700000,3,3,2014,8.6
10000000,3,1,810,17.4
13500000,3,3,1456,10
17500000,4,3,2100,9
15000000,3,3,2000,12.9
45000000,4,3,2750,6
72000000,5,4,4200,9.5
12500000,3,3,1250,6
10800000,3,2,1200,7
18000000,2,2,1500,7
29500000,6,6,4500,10
31000000,5,3,1500,5
25500000,4,4,2800,10
34000000,4,4,3100,7
160000000,5,5,4500,31.68
19000000,3,2,1300,15
22000000,4,4,2650,11.6
45000000,3,2,2000,9.6
29000000,5,4,3500,6.5
5900000,4,1,1800,10
48000000,4,3,2850,8
22500000,5,4,3200,9
6800000,3,2,1000,3
13800000,3,3,1450,10
31000000,4,4,3000,9
65000000,4,3,3500,10
17800000,3,3,1800,10
21500000,5,4,2988,8.2
45000000,4,3,4100,12
35000000,5,4,3500,7.2
29000000,5,5,3100,10
47000000,4,4,2750,6.5
42000000,4,4,2800,10
34000000,4,4,3200,7.5
44500000,4,5,4200,10
3500000,2,2,450,1.5
36500000,7,6,5000,6.1
19500000,4,3,2520,10.2
6800000,2,1,1100,6.5
11000000,3,2,1500,20
15700000,4,3,2100,6.72
45000000,4,4,2200,12
65000000,5,5,4000,11.2
35000000,4,3,3000,20
45000000,6,5,4000,17
55000000,4,3,3000,10
15000000,3,2,1503,7.5
18000000,4,2,2450,8.26
12600000,3,2,1300,6
6500000,3,2,1500,6.5
22000000,5,3,2400,18.5
20000000,6,4,2000,6
22500000,5,4,3450,9
21500000,5,4,2951,8.2
26000000,4,3,2950,6.5
25000000,4,2,2000,11
36000000,5,5,3000,10
45000000,8,5,1400,5
10800000,3,3,1250,6.5
180000000,5,5,4600,8.5
4000000,2,1,800,5.5
69000000,4,3,4500,11.2
25500000,4,2,3000,10
26500000,4,4,3500,6.4
78000000,6,3,6000,30
20000000,3,2,1295,14.3
30000000,5,4,4500,16
23000000,4,3,2800,8
24000000,4,4,2650,7
29000000,4,4,4100,10
22500000,5,4,3450,9
7000000,2,1,960,8
14000000,3,2,2100,14.3
13000000,5,4,2000,6
11000000,2,1,1300,10.1
29500000,4,4,3000,7.3
22000000,4,4,3001,10
11500000,3,3,1580,8
7600000,3,2,1500,8
21000000,5,4,3251,7
13500000,3,3,1550,10
36000000,5,4,3500,11.8
22000000,4,4,3140,10
25000000,4,4,2680,7.5
17500000,4,4,2856,9.5
42000000,4,3,2980,8
65000000,4,4,3500,32.4
69000000,8,8,5300,21
15000000,4,3,1600,13
12000000,5,3,2000,12
25500000,5,4,3750,11
15000000,4,3,2300,10
8900000,2,1,1200,8
5800000,2,1,1000,3.5
17000000,4,3,2100,7.5
29000000,5,3,2700,6
15000000,4,4,1750,10.5
21500000,5,3,2500,8.2
22000000,4,4,3450,10
50000000,4,3,3500,18.5
29000000,5,5,3450,6.5
26000000,3,3,3100,7.95
16500000,5,3,2700,7.75
11000000,3,2,1100,15
15000000,4,3,1678,13
29000000,5,4,3145,10
40000000,4,3,3000,10
20000000,4,3,4500,11
44000000,5,5,4400,10
26000000,4,4,2800,7.2
15000000,4,3,1800,6.6
28000000,7,3,3200,20
29500000,4,4,3000,7.3
5800000,2,1,1000,4
25500000,5,4,3850,11
22500000,4,4,2890,6
90000000,5,4,4000,19.3
42500000,5,3,3250,11
16000000,4,2,1700,12
19000000,4,3,2850,8
21000000,5,5,3248,6.5
168000000,4,2,1600,42
26000000,5,4,3600,11
16000000,3,2,1700,25
15500000,3,2,2027,14.3
17800000,3,3,1800,10
22500000,4,4,1850,7
29500000,4,4,3000,7.3
138000000,4,4,3200,7.5
22000000,4,3,2200,8
12000000,3,2,1600,6
17500000,4,4,2752,9.5
38000000,4,3,3000,9
12000000,3,3,1650,6
12500000,3,3,1600,9
11800000,3,3,1500,10
24000000,4,4,2550,8
8500000,3,2,1800,10
37500000,7,6,3500,9
5500000,2,1,1200,9.5
22500000,4,3,3600,6
35000000,5,4,3500,19
39500000,5,4,4000,9.58
36000000,4,3,2500,8
56000000,4,2,4000,24
40000000,4,3,5275,10
16000000,3,2,1200,8.5
37000000,4,3,2650,6
55000000,5,3,3000,10
14000000,3,2,2100,14.3
13000000,3,3,1450,7.13
44200000,3,2,2000,26
80000000,4,4,4800,17
17500000,4,4,2200,8
22000000,4,3,2200,8
26000000,4,4,3600,7.5
16000000,4,2,2000,16
15000000,3,2,1502,7.5
25000000,3,2,3000,8.3
5700000,3,2,1100,9.5
27500000,4,4,2800,6
17500000,4,3,2400,8
17800000,3,3,1780,10
37000000,5,4,3500,7.5
31000000,5,4,4000,12.65
17500000,4,4,2400,8
50000000,5,5,5500,15
185000000,7,7,11000,20
17800000,3,3,1700,10
26000000,6,3,4000,9.5
39000000,3,4,3445,7.05
27000000,4,4,2650,8.5
7500000,3,1,2400,8
18500000,4,4,2200,8
22000000,4,4,2200,8
36000000,5,4,950,4.91
27500000,5,5,3450,8.5
15500000,3,2,2100,14.3
22500000,5,4,3000,9
15200000,4,3,3100,10
21000000,4,3,3000,8
12300000,3,1,1500,12
75000000,5,4,4250,10
23000000,2,1,1800,18
150000000,6,7,6080,50
38000000,4,4,3000,9
50000000,5,3,3000,20
75000000,4,4,3317,12.71
29000000,5,4,3145,10
17800000,3,3,1700,10
13000000,5,4,2000,6
57000000,4,5,4800,9.6
16000000,4,3,2546,8
47500000,4,3,3500,11
30000000,4,3,2800,6
12000000,3,2,1905.75,3.5
12500000,3,2,1650,6
18000000,4,4,2100,7.3
17000000,3,2,1700,25
25000000,4,3,1700,6.2
17500000,4,3,2000,9
11500000,3,2,1650,6
12000000,3,2,1650,6
40000000,4,7,3900,12.75
5900000,2,2,816,3
13000000,3,3,1650,10
18800000,4,3,2250,6.5
7000000,3,1,1400,15
37000000,4,3,2800,27
25500000,4,2,3000,10
15000000,4,3,2300,10
65000000,5,5,4000,11.2
21500000,5,4,2958,8.2
21000000,4,3,2200,6
26500000,4,3,3500,6.4
14000000,3,3,1750,8.6
22500000,5,4,3145,9
26000000,4,4,3000,8
60000000,8,8,4500,25
34500000,4,3,3500,11.5
22000000,4,2,2700,7.3
21000000,3,3,2450,11
18000000,4,1,1300,23
80000000,3,2,3000,20
29000000,5,3,5000,22
60000000,8,8,4200,25
12000000,3,3,1452,8
40000000,4,3,2950,9
25000000,4,4,2800,10
15500000,5,1,2040,7.5
35000000,3,2,1800,7
18000000,3,3,2200,10
8900000,3,2,1600,9.12
2500000,1,1,400,2
29000000,5,4,3700,6.5
22000000,4,4,2896,8
60000000,3,3,2200,13.19
8500000,2,1,1000,4
4600000,1,1,3000,2
13000000,3,2,1198,4.4
27500000,4,4,3000,8
80000000,3,3,4000,15
27000000,6,4,2880,10
17000000,4,3,2000,7.7
21000000,3,2,2800,10.5
24000000,4,4,2700,8
25500000,5,4,3150,10
10800000,3,3,1250,6.5
27000000,9,3,1200,4.75
6500000,2,1,765,10
22500000,4,2,2500,12
25500000,4,2,3000,10
30000000,5,4,4500,16
17800000,3,3,1700,10
22000000,4,3,3000,8.5
135000000,2,1,1300,8.1
35000000,4,3,2410,10
8500000,2,1,1500,6
25000000,3,2,2200,10
65000000,4,4,6500,10
33000000,5,4,3700,8.5
12000000,3,2,1650,6
29800000,5,4,4000,6
34000000,4,3,3800,10.5
31000000,4,2,2800,12
5200000,3,1,1200,8
22000000,4,3,2200,8
187500000,5,3,3500,25
33800000,4,4,3150,10
22000000,4,4,2896,8
19500000,4,3,2650,10
15000000,2,3,1800,2
26000000,5,4,3752,11
35000000,5,5,3500,7.2
25000000,6,4,4210,15.25
25500000,5,4,2500,7.5
15000000,4,4,3000,8
17500000,4,4,2899,9.5
24500000,4,4,2850,6.5
31000000,6,3,2750,5
4500000,1,1,800,6.5
41000000,5,4,3500,10
43000000,4,4,4100,11.6
13700000,3,3,1502,10
15500000,4,3,2600,10.6
50000000,5,5,3120,15
5500000,2,3,1880,5
25000000,5,4,2400,9
11500000,3,2,1600,9
25500000,4,4,2800,10
19700000,4,3,2650,8
21000000,3,3,2400,11
32500000,4,4,3400,10.5
15000000,3,3,1587,10.5
10000000,3,2,1500,8
30000000,4,3,2900,10.3
45000000,4,5,3500,7
11500000,3,2,1500,4.8
45000000,5,5,4200,15
14500000,3,3,1850,6
28800000,4,2,2000,16
15000000,4,4,3000,10
19500000,5,3,3200,11.5
26000000,4,4,2800,7.2
28000000,4,2,2650,8.5
8800000,3,2,1900,10
13700000,3,3,1502,10
32000000,6,5,3850,12
27000000,4,3,2850,8.5
27000000,4,4,3100,10
43000000,4,4,4200,10.67
125000000,3,3,5000,39.7
45000000,4,3,2300,10.5
16000000,4,2,2200,6.5
21500000,5,4,3012,8.2
18000000,4,4,2400,8
28000000,4,4,4100,10
13500000,4,3,2700,10
28000000,3,1,1500,10
28000000,4,4,2600,8
21000000,5,4,3145,6.7
16000000,4,3,2250,10
105000000,5,3,3000,15
37500000,4,3,2500,17.5
15000000,5,4,2500,6.5
73000000,4,3,3900,15
17000000,4,2,888,6.4
35000000,3,2,3000,11.5
13000000,3,2,1200,6
22500000,5,4,3450,9
31000000,5,4,4000,12.65
5000000,3,2,2000,10
17500000,4,3,2700,9
54000000,8,7,4536,29
6500000,3,1,1800,7.5
29000000,4,4,4000,10
22000000,4,4,2866,8
75000000,3,2,2200,30
17500000,4,3,2100,9
9800000,3,3,1325,7
11800000,3,3,1550,10
12000000,3,2,2150,6
22000000,4,3,3000,8
45000000,4,3,2000,9
16800000,4,3,2450,6.31
22000000,4,4,2500,7.5
22000000,4,4,2700,11.6
17500000,3,3,2500,8
15000000,3,3,1950,10
25500000,4,2,3000,10
80000000,4,4,4000,9.8
22500000,4,3,2850,6
48000000,4,3,4000,15
30000000,5,4,4500,16
25000000,4,3,3500,8.1
8700000,3,2,1450,11.5
98000000,6,6,5000,15
15700000,7,4,2200,10
28000000,4,4,2800,4.7
29000000,6,3,2500,6.25
29000000,5,4,3250,10
120000000,3,4,3000,17
17000000,3,3,2425,6
8000000,4,3,1800,12
11000000,3,3,2700,10
22000000,4,4,2789,8
28500000,5,5,3100,10
18000000,4,4,2100,7.3
47000000,6,4,5300,8
180000000,6,6,4600,8.5
150000000,9,5,7000,30
19500000,6,2,2400,10.5
5000000,3,1,2500,58
17500000,4,4,2000,9
17500000,4,4,2100,7.3
80000000,5,4,4800,20
69000000,4,3,4500,26
39000000,5,5,3000,10
40000000,3,2,2200,11.2
7000000,3,1,1200,10
75000000,4,4,3000,12
15000000,3,2,1900,10
25000000,4,4,2800,7.2
12000000,8,3,1600,4
18000000,4,4,2100,7.5
22500000,5,4,3500,8.5
26500000,6,3,3000,13.5
22000000,4,3,2200,8
27000000,4,4,3000,6
24000000,4,4,2650,8
42500000,4,4,3500,10.32
22000000,4,4,3460,10
65000000,3,3,2200,12.45
5800000,2,1,1200,11
68000000,6,6,5300,21
8800000,3,2,1000,11
23500000,3,2,1500,17
21500000,5,4,3145,8.2
23500000,2,2,1700,8
26500000,4,4,3000,7
25500000,4,4,2900,7.5
17500000,4,4,2300,9
18500000,3,2,2000,8
13000000,5,3,2500,8
12000000,3,2,1650,6
26000000,4,4,2500,6
11800000,3,3,1450,10
13800000,3,2,1550,7.62
29500000,4,4,3000,7.3
16000000,3,2,1700,10
30000000,5,4,4500,16
22000000,4,4,3152,10
45000000,4,2,1800,10.6
15000000,4,3,2000,6.5
11000000,3,2,1750,7
23500000,4,3,2850,7.5
30000000,5,4,4500,16
36000000,4,4,2500,8.5
17500000,4,4,2000,9
200000000,3,3,2500,11.5
22000000,4,3,2200,8
25500000,4,2,3001,10
60000000,4,3,3000,10
95000000,7,5,3000,12.5
17000000,4,3,2000,7.7
21500000,5,4,3078,8.2
100000000,8,7,6500,52
11000000,3,2,1750,8
13500000,4,3,2200,10
38000000,4,3,3200,9
40000000,1,1,1800,1.37
72000000,3,3,4100,6
22000000,4,4,2900,8
34000000,5,4,4500,10
4000000,2,1,835,8.25
30000000,5,4,4500,16
15000000,4,3,1682,13
17500000,3,3,2300,6
17500000,4,4,2000,9
23000000,4,4,2450,7.5
15000000,4,3,1900,8
2900000,2,1,650,9.2
21800000,4,3,2700,10
15000000,3,2,2300,7
25500000,5,4,3600,11
22500000,4,4,2500,6.5
17000000,6,3,2800,10
15500000,4,2,2300,10
26500000,4,4,3500,6.4
13500000,3,1,900,7
11000000,3,3,1200,7.3
27000000,4,3,3245,9.5
200000000,4,2,4000,13
38000000,4,3,3000,9
16000000,4,2,1600,16
14700000,3,3,2085,8.6
21000000,4,1,1861.7,8.4
30000000,5,4,4500,16
9000000,2,1,1400,8.3
7200000,2,1,1000,36
30000000,5,4,4455,16
17000000,5,4,2200,7.8
17000000,4,4,2758,6.5
18900000,3,2,1383,6.25
20200000,4,4,2850,7.5
19700000,4,4,3150,8
21000000,4,3,3000,8
25000000,4,4,2800,10
17800000,3,3,1700,10
15000000,4,2,500,1.9
13500000,3,3,1565,10
270000000,5,5,9000,80
85000000,7,4,2905,18.5
300000000,3,2,2500,30
345000000,5,5,4500,23
11500000,3,3,1300,7
39000000,4,4,3600,30
22000000,4,4,2650,11.6
40000000,5,4,2500,7
22500000,3,2,1800,9.5
29000000,2,2,1483.76,5.45
12500000,3,1,3000,10
14500000,4,2,1500,4
35000000,5,5,3500,7
31000000,5,4,4050,12.65
28500000,4,4,3000,8
26000000,5,4,3785,11
215000000,5,4,2500,8.2
22000000,4,3,2900,10
29000000,3,2,1800,10
25500000,5,4,3600,11
29500000,4,3,3000,6
22000000,4,4,2800,7.5
6500000,2,2,1040,5.2
17500000,4,4,2896,9.5
13700000,3,2,1600,10
17000000,4,3,2350,6.3
38000000,4,3,2650,10
11800000,3,2,1450,10
23000000,5,4,2850,10.25
26000000,4,3,3000,7.6
33000000,5,4,2500,14.5
26000000,5,4,3900,8
110000000,5,6,1905.75,7.5
120000000,5,5,8000,16
60000000,5,6,4000,24
29000000,3,2,5000,15
45000000,4,5,3800,10
21000000,4,4,2980,8
80000000,3,2,1698,8
7000000,4,2,1400,10
15000000,3,3,1650,10.5
22000000,4,4,2650,11.6
14900000,3,1,1250,7
14500000,3,2,830,10
250000000,5,5,8900,38
14500000,3,3,1850,8.6
15000000,3,2,2000,8
17500000,4,3,2950,7
42000000,5,5,4500,11.5
35000000,4,4,4200,12
80000000,5,5,5000,19
22000000,4,4,2950,6.1
48500000,4,4,3500,10
29500000,3,3,1850,10
9500000,3,2,1500,9.5
16500000,4,3,2450,6.5
17000000,3,2,1300,10
18000000,4,4,2450,8
75000000,5,4,7000,20
49000000,4,4,4000,75
23000000,4,3,3000,10
30000000,5,4,4500,16
13500000,3,2,1500,10
12000000,3,2,1600,10
4500000,3,2,952.8,3.25
11500000,3,2,1680,9
17500000,4,3,2900,7
17500000,4,3,3000,8.5
34500000,5,4,3250,9.7
22000000,4,4,2650,11.6
19000000,4,3,3000,8.5
42000000,5,5,4200,8
17500000,5,2,2580,10
22500000,5,4,3200,9
21000000,4,3,1600,4
17500000,4,4,2200,9
22500000,4,3,3700,9
13500000,3,3,1450,10
9800000,3,2,1350,13
43500000,4,4,3000,8.5
26000000,4,3,2900,7.3
15000000,4,3,2145,6.5
26500000,4,3,3000,6.5
39000000,4,4,3600,30
28000000,4,3,3300,21
13000000,3,3,1600,10
22500000,4,4,2650,6.5
16300000,4,3,1980,8
21000000,5,4,3142,6.7
69000000,4,3,4500,11.2
15000000,4,3,1650,13
160000000,3,2,2000,10
26500000,4,5,3000,17
22000000,4,3,2200,8
29500000,4,4,3100,8
15000000,2,1,1200,7
7500000,3,1,1000,5
15300000,4,2,1200,18
17500000,4,3,3000,9
7000000,2,1,1500,6
48000000,2,3,2800,4.79
28500000,4,2,2500,16.5
450000000,3,2,3200,50
22500000,5,4,3074,9
9000000,3,1,1800,12
42000000,4,3,3500,10
60000000,4,3,3000,36
13000000,3,3,1600,10
5300000,3,1,1800,10
26500000,7,6,3000,10
28000000,4,3,3050,22
57500000,7,5,5000,10
11000000,3,1,1350,7.9
26000000,4,4,3600,7.5
13800000,3,3,1650,7
22000000,4,4,3260,10
130000000,6,5,3024,9
40000000,4,2,3200,11
48000000,4,4,4200,15
29000000,4,3,3200,9
88000000,3,2,1500,7.5
25500000,4,4,2890,7.5
4300000,2,2,1000,6
32500000,4,4,3800,10.5
26000000,5,4,3752,11
26300000,4,4,3500,6.4
40000000,4,4,3000,7.5
22000000,4,4,3156,10
24000000,4,4,2950,8
13500000,2,1,980,7
17500000,4,3,3000,9
21500000,5,3,2500,8.2
57500000,5,5,3500,20
180000000,5,5,6600,38
29000000,4,4,4000,10
34000000,5,4,4500,10
32000000,5,4,4200,12
27500000,5,5,3458,8.5
20000000,4,4,2700,10
22000000,4,3,2200,8
11500000,3,2,1200,13
80000000,5,4,3500,14.3
25500000,4,2,3500,10
28000000,7,3,3650,20
9000000,2,2,800,11.3
17500000,4,4,2758,9.5
29500000,5,4,3852,16
18000000,2,2,1500,10
22000000,4,4,3452,10
25000000,4,4,2800,10
22000000,4,4,2789,8
25000000,4,2,2000,8
35500000,4,3,3500,8
16500000,3,1,2000,4
29800000,4,4,3000,8
13700000,6,3,2200,12
120000000,9,7,5355,14.75
69000000,4,3,4500,11
10000000,4,2,1720,11
17500000,4,4,2789,9.5
13500000,3,3,1600,10
19000000,3,1,1625,10.85
155000000,6,6,6000,20
26500000,4,4,2900,7
25500000,4,4,2500,7.5
15500000,3,3,1850,7
28000000,2,2,2200,13.5
25000000,3,3,1500,6.5
17800000,3,3,1800,10
55000000,5,3,2600,15
67500000,5,3,3500,16.6
11500000,3,2,1650,6
34000000,4,4,3100,8
21500000,5,4,3450,9.5
40000000,5,3,3000,20
25000000,5,3,2650,19
11000000,3,2,1250,6.5
7000000,3,1,830,6
17800000,3,3,1800,10
9850000,3,2,1500,7.25
100000000,6,4,4000,17
22500000,5,4,3580,11
15000000,4,3,2200,9
7500000,4,1,1600,15
13800000,3,3,2650,9
8200000,3,2,1550,11.5
6000000,2,1,890,4
3000000,1,1,350,2.5
24000000,4,4,2600,8
16000000,3,2,2200,10
62500000,6,5,5000,15
87000000,3,3,4000,9.2
11000000,3,2,1480,9
23000000,4,4,2650,8
160000000,4,5,5300,56
71145000,4,2,2500,27.9
18000000,6,3,2800,3
16500000,3,2,1500,10.3
15000000,4,4,2000,8
35000000,5,4,2500,20
28500000,5,5,3100,10
82000000,7,5,6000,37
5800000,2,2,1100,6.2
7800000,2,1,950,6
54000000,5,4,3800,12.3
11500000,3,2,2100,6
90000000,5,5,3500,14
40000000,5,4,3200,12.5
22000000,4,4,2878,8
24000000,4,4,2600,8
19000000,4,3,3000,8.5
18500000,4,2,1900,10
8800000,3,2,1400,7.5
24000000,4,4,3600,10
22500000,5,4,3600,8.5
26000000,4,4,3140,7.5
32000000,4,2,4200,11.5
100000000,6,5,6000,22
8000000,2,1,1000,14.5
10500000,3,3,1450,10
38000000,5,4,3200,6.11
17500000,4,4,2950,9.5
18800000,3,2,1197,7.5
28500000,4,4,2900,8
69500000,4,3,4000,11.8
48000000,4,4,3500,25
22500000,5,4,3500,8.5
17800000,3,3,1700,10
16000000,5,2,1500,12.86
15000000,3,3,1680,10.5
17500000,4,3,2100,9
7500000,2,2,900,3
17500000,3,3,2300,7.5
16500000,4,3,2200,8
13000000,3,3,1650,7.5
11000000,3,3,1250,7.3
38250000,3,2,2600,34
33000000,5,3,2760,4.2
16000000,3,3,1800,10
26000000,4,4,3200,8
33000000,4,3,2500,7.7
21500000,5,3,3140,8.2
29000000,4,4,3500,13
22000000,4,3,2250,6
45000000,4,4,4000,10.5
28000000,4,4,2800,8
47500000,6,2,3500,23.8
26000000,5,4,3500,11.5
25500000,5,4,3645,11
22500000,4,3,3600,9
27000000,5,4,5400,12.8
26000000,5,4,4100,8
17500000,4,3,2200,7.5
18500000,4,2,2450,10
60000000,4,3,3000,31
15500000,3,3,2010,7
12000000,3,3,1500,8
6500000,2,2,816,3
29000000,4,4,4000,10
17000000,3,2,1500,15.5
23000000,4,4,2450,7.25
23000000,4,3,2650,15
24000000,4,4,2650,8
22000000,4,4,2970,8
8800000,3,1,1280,12
49280000,3,2,1200,15.4
8000000,5,2,2000,6
38000000,4,3,2600,13.2
27000000,5,4,5400,12.8
30000000,5,5,4000,8
22500000,5,4,3145,9
19000000,4,2,1600,9
14500000,4,4,2100,4
7900000,2,1,1250,11
13000000,3,2,1800,7
26000000,4,4,2500,6
33000000,6,3,4650,7.1
10000000,2,1,1420,9
16000000,3,3,1550,10
22500000,5,4,3256,9
25500000,4,4,2850,7.5
46000000,5,4,3000,6
85000000,6,6,4500,14
17500000,4,4,2200,8
61000000,3,3,3000,12.5
9000000,3,1,1150,8.5
42000000,4,4,2850,11
6000000,2,1,614,7
22000000,4,3,2200,8
80000000,4,3,5000,13.3
22500000,5,4,3025,9
17000000,5,2,1200,6.5
11000000,3,2,1800,6
9800000,3,2,2800,7.8
25000000,4,4,2800,10
28500000,3,3,3000,3.5
11500000,3,2,1650,6
11200000,3,3,1250,7
28000000,7,3,3600,20
18000000,3,3,1400,22
27000000,4,3,2950,10.5
23500000,4,4,2400,7
28000000,4,4,3332,21
18000000,2,2,2500,18.2
16500000,4,3,2250,10.5
20000000,4,3,3200,9.1
36000000,5,4,3800,8.6
46000000,5,4,3150,8
3500000,3,1,1500,20
15000000,4,1,1200,10
9000000,2,1,1500,7.5
18000000,4,4,2100,7.3
170000000,5,5,4600,8.5
19500000,4,4,2400,10
14000000,5,2,2000,17.6
29500000,6,4,2000,6.4
22500000,4,4,2650,5.5
65000000,5,3,3000,17
32490500,5,6,5306,60
37500000,4,4,2000,10
15000000,3,2,2650,10
65000000,5,5,4000,11.2
22500000,5,4,3245,9
30000000,5,4,4500,16
38000000,4,3,3000,6.68
30000000,5,4,3400,10
17000000,3,2,2000,12.5
38500000,6,4,3100,9.85
29000000,4,4,4000,10
15000000,3,3,2400,6
25000000,4,4,2800,7.2
11800000,3,3,1450,10
80000000,5,4,5000,25.5
26000000,4,4,3000,7.5
15000000,4,3,1900,8
13000000,3,2,1600,10
30000000,4,3,3100,10
25000000,4,4,2800,10
24000000,4,4,2850,7
16000000,4,2,2200,6.5
7900000,2,1,1100,6
22000000,4,2,2250,14.2
225000000,4,3,1500,4
16000000,3,3,1600,10
13500000,3,3,1450,10
16500000,7,3,2800,15
8200000,2,1,1100,7
22000000,4,3,2200,8
23500000,4,3,2650,7.25
11500000,3,3,1300,7
29500000,4,3,2850,25.1
8500000,3,1,1400,7.9
29000000,4,4,4000,10
12000000,3,2,1200,7
22000000,4,3,2200,8
21000000,4,4,3200,9.6
80000000,4,4,5000,14
22000000,5,3,3500,8
25500000,4,4,2850,7.5
21000000,3,4,2500,11
8000000,2,1,1000,14.5
22000000,4,4,3145,10
9500000,2,2,2300,14.8
25000000,4,4,2800,7.2
24500000,6,3,3420,10
15000000,4,3,1657,13
17500000,4,4,2850,9.5
11300000,3,2,1300,7
38000000,4,4,3300,9
43000000,4,4,3500,7
15000000,4,3,1680,13
11000000,3,2,1200,6
7500000,3,1,1000,7.5
16000000,3,2,3200,9
16000000,4,2,2200,6.5
22500000,3,2,1500,15
65000000,5,3,3000,14
25000000,4,4,2800,10
28000000,4,3,1400,6.5
39000000,4,3,4200,10.5
11500000,3,1,1200,7
48000000,4,3,2850,31
42000000,5,3,4100,14.3
21500000,4,3,2400,10.5
24000000,4,4,2650,8
32500000,5,4,4000,15.5
37500000,6,4,4000,10
13800000,4,2,1800,20
25000000,4,4,2800,10
21000000,4,4,3001,8
21000000,4,4,3000,8
7900000,6,2,1800,7
6000000,2,1,1500,10
33000000,5,4,3456,8
14000000,3,3,1200,11.65
22500000,5,4,3600,10
8500000,2,1,2250,10.24
45000000,5,4,4700,17
16500000,5,4,3000,11
21000000,4,4,2650,7
22000000,4,4,3145,10
15000000,3,3,2400,6
19000000,4,3,3142,8.5
26000000,4,4,3600,7.5
12000000,3,2,1200,7
17500000,4,4,2000,9
7000000,3,2,1100,12
42250000,8,8,4200,11.5
14000000,3,2,2000,20.9
18000000,3,2,2000,2.45
20000000,3,1,4560,11.5
8500000,2,2,1400,12
42000000,4,3,3500,10
45000000,6,3,5000,20
11000000,3,3,1250,7.3
9000000,3,2,1700,3
28000000,4,2,3260,7.8
4600000,2,1,1000,3.25
24000000,4,4,2660,7
12000000,2,1,1506.34,12
38000000,4,3,3200,9
6200000,2,2,1050,12
8800000,2,1,1200,6
28000000,4,3,3332,21
25500000,5,4,3850,11
17800000,3,3,1700,10
12200000,3,3,1350,7.5
14200000,3,4,1800,7
45000000,3,2,2000,11.5
22500000,5,4,3200,9
16500000,4,2,2400,10
13000000,3,3,1650,7.5
34000000,5,4,3850,10
19500000,4,4,2400,10
55000000,10,6,11400,12
22500000,3,1,2500,36
55000000,4,4,4500,15.5
29000000,4,2,3500,8.5
4800000,2,1,1200,26.5
26000000,4,4,3500,7.5
10500000,3,3,1450,10
17000000,4,4,2400,8
45000000,5,4,4100,10
35000000,5,2,3000,15
15000000,4,2,2000,5
8000000,3,1,900,7.4
29500000,5,3,2350,10
14700000,3,3,2001,8.6
46000000,5,4,3000,8
100000000,7,5,2800,12.5
19000000,4,3,3500,10
14800000,3,2,1900,8.7
13000000,3,2,1200,8.5
17500000,4,4,2300,9
13700000,3,3,1425,10
14700000,3,3,2146,8.7
42000000,4,4,3500,10
36000000,4,4,4000,10.75
22500000,4,3,3600,9
15500000,4,3,1700,12.77
22000000,3,2,1200,7.5
14000000,4,4,1800,6
19000000,4,3,3500,10
13700000,3,3,1502,10
22000000,4,4,1600,7
12500000,4,2,2800,24.8
68000000,10,5,6300,15.21
26500000,4,4,3500,6.4
17000000,4,3,2400,10
18000000,4,4,2400,8
24000000,4,4,2800,10
15000000,3,2,2300,7
57500000,4,4,3600,10
24000000,4,4,2700,8
29000000,5,5,3100,10
27000000,4,3,2700,8.5
15000000,4,2,2800,28
27000000,3,2,1500,10
22000000,4,4,2700,11.6
6800000,3,1,800,3.4
13800000,3,3,2100,8.6
80000000,7,7,5900,10
80000000,4,4,5000,14
36500000,4,2,1000,8
16000000,4,3,2400,8.5
16000000,3,3,1650,10
4800000,2,1,612.56,2.25
13500000,3,3,1650,10
21000000,4,3,2400,7
12000000,3,3,1400,10
140000000,6,4,4000,12.77
6000000,3,2,1000,9.5
31000000,5,4,4100,12.65
18000000,4,4,1850,7.3
