location,price,beds,baths,house_size,land_size,cluster
32,92500000,5,4,4500.0,17.0,2
28,11000000,2,2,1900.0,6.0,0
38,19500000,5,3,2900.0,10.0,0
35,17500000,3,2,1400.0,8.0,0
28,46000000,4,2,4000.0,11.0,0
35,16000000,4,2,2200.0,6.5,0
37,8500000,3,1,1500.0,3.0,0
35,16000000,4,3,2200.0,6.5,0
25,15000000,4,3,1900.0,8.0,0
3,59700000,5,5,4100.0,10.0,2
35,17000000,4,3,2805.0,7.0,0
23,48000000,2,3,2764.0,4.75,0
25,19500000,4,3,1480.0,18.5,0
28,17800000,3,3,1650.0,10.0,0
11,227500000,10,10,12500.0,17.0,1
35,17500000,4,3,2900.0,7.0,0
3,45000000,5,3,4500.0,16.0,0
35,6900000,3,1,1800.0,12.7,0
35,4800000,2,1,1000.0,5.5,0
35,32000000,4,3,3500.0,13.0,0
18,27500000,6,4,2700.0,6.0,0
35,7900000,3,2,1500.0,8.0,0
28,22000000,4,4,2650.0,11.6,0
1,4400000,3,1,900.0,3.2,0
20,24500000,4,3,3200.0,9.0,0
34,16000000,6,4,2200.0,10.0,0
1,22000000,5,3,2400.0,18.5,0
28,20500000,4,4,2850.0,7.5,0
1,23000000,4,4,2650.0,8.0,0
35,34000000,5,4,4500.0,10.0,0
4,25500000,5,4,3600.0,11.0,0
23,42500000,4,3,2700.0,12.0,0
35,15000000,3,3,1652.0,13.0,0
18,32500000,6,4,7000.0,8.0,0
28,24000000,4,4,2850.0,8.0,0
33,8200000,4,1,2500.0,98.0,0
29,22900000,3,2,3500.0,18.7,0
35,15700000,4,3,2200.0,6.72,0
35,22500000,5,4,3425.0,9.0,0
28,23000000,3,3,2200.0,6.0,0
35,8500000,4,1,1600.0,12.0,0
15,210000000,3,2,2000.0,20.0,1
38,33000000,10,6,3800.0,20.0,0
32,29500000,3,2,1500.0,6.0,0
39,31500000,9,7,6856.0,24.0,0
38,25000000,4,4,2850.0,6.3,0
35,22500000,5,4,3245.0,9.0,0
29,8500000,4,3,1800.0,5.0,0
15,240000000,5,4,3500.0,14.81,1
20,6800000,3,1,1320.0,11.0,0
35,21500000,5,4,2985.0,8.2,0
35,12500000,3,2,1300.0,6.5,0
35,17500000,4,4,2300.0,9.0,0
32,30000000,4,4,2650.0,6.0,0
35,27500000,5,4,3456.0,8.2,0
35,22500000,4,4,3600.0,10.0,0
35,21500000,5,3,2500.0,8.2,0
25,18800000,5,3,3850.0,9.5,0
14,120000000,5,4,1500.0,10.0,2
28,18000000,4,4,2100.0,7.5,0
34,26000000,4,3,3000.0,10.0,0
18,13000000,3,2,1750.0,5.0,0
28,18000000,4,4,2150.0,7.3,0
32,23000000,4,3,2800.0,10.0,0
1,18000000,3,4,2200.0,12.0,0
30,42000000,7,6,4000.0,16.72,0
18,32000000,4,3,2600.0,10.0,0
35,30000000,5,4,2000.0,15.0,0
25,18000000,4,3,2600.0,6.2,0
1,11000000,3,2,1400.0,10.9,0
11,255000000,6,6,6000.0,17.0,1
35,15000000,4,3,1678.0,13.0,0
15,140000000,4,3,3000.0,9.0,2
1,33800000,4,4,3150.0,10.0,0
35,11500000,3,2,1600.0,6.0,0
36,39000000,6,3,3000.0,13.3,0
25,15500000,3,2,2000.0,14.3,0
28,9800000,2,2,850.0,7.0,0
27,8500000,2,2,1360.0,6.0,0
22,22500000,5,4,3200.0,9.0,0
22,9750000,3,1,1050.0,7.0,0
28,17800000,3,3,1800.0,10.0,0
35,12000000,3,2,1600.0,8.0,0
28,23000000,4,3,2450.0,7.5,0
18,40000000,6,4,3500.0,12.0,0
35,11500000,3,2,2000.0,6.0,0
35,24000000,4,2,3200.0,10.0,0
1,9500000,3,2,1500.0,10.5,0
3,35000000,5,4,3500.0,7.5,0
35,8800000,3,2,1352.0,7.5,0
1,11500000,3,3,2000.0,7.2,0
21,28000000,8,3,3500.0,20.0,0
38,57500000,5,5,3800.0,20.0,2
0,9000000,3,3,1360.0,5.0,0
5,5000000,2,2,400.0,1.0,0
28,17800000,3,3,1700.0,10.0,0
35,22500000,4,4,3650.0,9.0,0
28,17800000,4,4,1700.0,10.0,0
28,36000000,5,4,3550.0,11.5,0
1,15000000,3,3,2400.0,6.0,0
20,8900000,6,3,1500.0,10.0,0
28,24000000,4,4,2654.0,7.0,0
22,17500000,4,2,2200.0,7.0,0
1,16000000,5,4,1900.0,6.5,0
22,11500000,3,2,2300.0,8.35,0
36,3600000,2,1,450.0,4.0,0
3,80000000,4,4,5000.0,14.0,2
38,155000000,6,6,6000.0,20.0,1
38,75000000,4,4,4800.0,35.0,2
35,8800000,3,2,1400.0,7.5,0
1,9300000,3,1,1800.0,10.0,0
16,1800000,2,1,625.0,2.0,0
39,6800000,2,2,816.0,3.0,0
35,15000000,3,2,2000.0,7.0,0
33,8000000,3,2,3012.0,13.5,0
29,27500000,5,2,4500.0,8.0,0
38,28000000,4,3,3000.0,8.5,0
28,29800000,5,3,3160.0,16.0,0
13,270000000,6,5,1000.0,20.0,1
25,22500000,5,4,3500.0,8.5,0
35,17000000,4,3,2000.0,7.7,0
35,9850000,3,2,1600.0,6.0,0
28,23000000,3,2,2500.0,6.0,0
35,29500000,4,3,2885.0,25.0,0
17,37500000,5,3,4167.0,5.1,0
25,9200000,4,3,2700.0,17.0,0
35,12000000,3,3,1600.0,8.0,0
32,36000000,4,4,2750.0,9.0,0
25,5500000,2,2,442.0,10.0,0
35,17000000,4,3,2000.0,7.7,0
35,21000000,3,3,2500.0,11.0,0
4,42000000,3,2,2800.0,24.0,0
35,17000000,4,3,2000.0,7.7,0
35,22000000,4,4,2850.0,9.5,0
35,34000000,5,4,4500.0,10.0,0
35,21500000,5,4,3000.0,10.5,0
35,22500000,5,4,3500.0,8.5,0
28,27500000,4,4,3250.0,10.5,0
1,13000000,3,3,1600.0,10.0,0
35,18500000,4,4,3100.0,8.0,0
28,10800000,3,3,1250.0,6.5,0
20,5000000,2,1,850.0,3.5,0
1,12000000,3,2,1200.0,7.0,0
28,38000000,5,3,2783.0,20.0,0
30,40000000,5,5,4750.0,8.5,0
35,25500000,5,4,3140.0,10.0,0
28,16500000,4,4,2200.0,6.0,0
28,12500000,3,3,1300.0,6.0,0
28,18000000,4,4,2400.0,8.0,0
35,34000000,5,4,4500.0,10.0,0
28,17800000,3,3,1750.0,10.0,0
26,21000000,4,3,1300.0,10.0,0
35,34000000,5,4,4500.0,10.0,0
23,58000000,5,4,6000.0,15.0,2
28,21000000,3,2,2800.0,9.0,0
38,35000000,4,4,2480.0,7.5,0
4,31000000,4,5,3200.0,6.5,0
20,15000000,5,2,2000.0,13.0,0
3,35000000,5,5,3500.0,7.5,0
28,24000000,4,4,2650.0,8.0,0
25,15500000,3,2,2000.0,14.3,0
25,31000000,4,4,3400.0,11.5,0
21,11000000,3,3,1200.0,9.9,0
14,36000000,4,4,2100.0,2.5,0
25,25000000,5,4,3145.0,10.0,0
22,5500000,2,1,1000.0,8.3,0
18,80000000,4,4,4000.0,15.0,2
35,22000000,4,3,2200.0,8.0,0
35,12500000,3,2,1850.0,6.0,0
35,10800000,3,2,2000.0,6.0,0
25,15500000,3,2,2150.0,14.0,0
35,38000000,5,3,3000.0,30.0,0
35,19000000,4,3,3000.0,8.5,0
28,18000000,4,4,2100.0,7.3,0
39,7300000,2,2,816.0,3.0,0
32,220000000,5,5,8000.0,18.0,1
13,50000000,4,5,5300.0,13.0,0
25,36000000,6,3,4000.0,15.0,0
35,24000000,5,3,4000.0,10.2,0
4,27000000,4,3,2750.0,8.5,0
27,37000000,4,4,3000.0,15.0,0
35,5000000,3,1,1200.0,10.0,0
1,18000000,4,3,2520.0,10.2,0
1,18500000,5,3,4000.0,16.0,0
35,35000000,5,3,3500.0,37.0,0
38,35500000,4,4,3500.0,8.0,0
14,135000000,10,10,4500.0,12.0,2
32,33000000,4,4,3000.0,8.0,0
4,33000000,5,4,3588.0,9.0,0
35,22000000,4,4,3150.0,10.0,0
32,60000000,5,4,4550.0,8.96,2
30,35000000,5,5,5500.0,8.5,0
35,25500000,5,4,3600.0,11.0,0
35,13500000,3,3,1700.0,10.0,0
35,15000000,3,3,1850.0,10.46,0
25,18500000,4,3,2150.0,8.0,0
1,18000000,4,4,2100.0,7.3,0
38,28500000,5,4,3500.0,7.5,0
35,9000000,3,1,2450.0,10.31,0
28,17799999,3,3,1400.0,10.0,0
5,12000000,5,4,1500.0,3.5,0
35,22500000,5,4,3500.0,8.5,0
38,34000000,4,3,2800.0,7.5,0
31,65000000,3,3,2300.0,12.45,2
35,18500000,5,3,3000.0,8.0,0
28,24000000,4,4,2650.0,8.0,0
32,32000000,4,2,3000.0,9.7,0
38,18000000,5,4,2200.0,7.4,0
26,69500000,4,4,4000.0,11.8,2
4,25000000,4,3,2500.0,10.0,0
35,9300000,3,2,2000.0,10.0,0
25,25000000,4,3,3000.0,11.5,0
28,28000000,7,3,3200.0,20.0,0
20,2800000,2,1,900.0,10.11,0
35,17500000,4,4,2750.0,9.0,0
38,6500000,2,1,1700.0,3.1,0
21,18500000,5,4,1600.0,22.0,0
28,28000000,4,4,4100.0,10.0,0
32,80000000,6,4,4800.0,21.0,2
35,11800000,3,3,10000.0,10.0,0
35,12000000,3,2,2100.0,6.0,0
28,16000000,3,3,1600.0,10.0,0
28,28000000,7,3,3600.0,20.0,0
35,18500000,5,3,3000.0,8.0,0
35,19800000,3,3,2400.0,11.0,0
32,28500000,3,2,2500.0,11.0,0
26,40000000,4,4,3000.0,10.0,0
35,22000000,4,3,2950.0,8.0,0
38,48500000,4,4,3400.0,10.5,0
35,21500000,4,3,2200.0,7.2,0
38,41000000,5,4,3000.0,10.5,0
35,11300000,3,3,1300.0,7.0,0
1,18500000,4,4,2400.0,8.0,0
28,70000000,6,4,2800.0,18.0,2
35,15000000,4,3,1452.0,13.0,0
28,28000000,4,4,3050.0,8.0,0
5,32000000,2,2,1360.0,5.0,0
25,25500000,4,4,2800.0,10.0,0
38,25500000,4,4,2850.0,7.5,0
34,25500000,4,4,2800.0,10.0,0
1,19000000,3,3,2250.0,6.5,0
18,23000000,3,2,2000.0,8.0,0
38,35500000,4,4,3200.0,8.0,0
35,18500000,4,4,2850.0,8.0,0
25,14500000,3,3,2210.0,8.6,0
28,24000000,4,3,2800.0,7.0,0
22,6800000,3,1,1500.0,6.8,0
28,17800000,3,3,1700.0,10.0,0
1,15500000,3,3,1740.0,9.6,0
1,13800000,3,2,1900.0,7.0,0
28,17800000,3,3,1650.0,10.0,0
3,164000000,8,8,9000.0,16.0,1
29,26000000,4,4,2500.0,6.0,0
35,13700000,3,3,1452.0,10.0,0
29,11000000,3,1,2000.0,8.5,0
27,28500000,4,3,4800.0,9.2,0
35,17000000,3,1,1300.0,11.0,0
28,17800000,3,3,1700.0,10.0,0
35,27000000,4,3,3452.0,9.5,0
2,4200000,3,1,2000.0,160.0,0
28,20500000,4,4,2500.0,78.0,0
1,13000000,3,3,1700.0,7.5,0
38,35500000,4,4,3400.0,8.0,0
35,26000000,4,4,3120.0,7.5,0
33,7500000,4,1,1200.0,20.0,0
28,22000000,4,4,2700.0,11.6,0
35,17500000,4,4,2100.0,9.0,0
35,13500000,3,3,1563.0,10.0,0
1,16500000,3,2,2850.0,6.0,0
25,7000000,3,1,1500.0,6.0,0
35,48000000,4,3,4200.0,15.0,0
28,28000000,4,4,2900.0,8.0,0
38,26500000,4,4,3500.0,6.4,0
17,4200000,2,2,366.0,2.0,0
22,13500000,3,3,1750.0,10.0,0
38,28500000,5,5,3200.0,7.5,0
22,9800000,3,2,1300.0,7.5,0
26,32000000,4,3,2600.0,10.5,0
28,24000000,4,4,2600.0,7.0,0
28,14500000,2,1,1200.0,19.0,0
35,34000000,5,4,3458.0,10.0,0
25,15000000,4,3,1900.0,8.0,0
38,29000000,4,4,3100.0,9.0,0
4,22000000,4,4,2789.0,8.0,0
35,22500000,4,3,3600.0,10.0,0
1,23000000,4,4,2650.0,8.0,0
34,26000000,4,4,2800.0,7.2,0
1,27500000,4,4,2850.0,8.0,0
32,32500000,4,3,3150.0,10.0,0
14,35000000,3,3,1987.0,7.3,0
36,50000000,5,4,5000.0,10.0,0
35,11800000,3,3,1500.0,10.0,0
32,28500000,3,2,2400.0,11.0,0
38,48500000,4,3,3200.0,10.5,0
32,45000000,4,5,3600.0,7.0,0
12,280000000,6,5,8000.0,20.0,1
32,38000000,4,3,3000.0,9.0,0
1,9800000,5,2,2000.0,15.0,0
28,21000000,4,4,2650.0,7.0,0
23,45000000,8,8,3000.0,21.0,0
38,9500000,4,3,1800.0,15.0,0
36,4000000,2,1,470.0,1.29,0
0,8500000,3,1,1300.0,10.0,0
25,25000000,4,4,2800.0,7.2,0
22,13800000,3,3,2200.0,8.6,0
29,22500000,4,2,2000.0,7.5,0
21,58000000,3,1,2550.0,11.3,2
35,17500000,4,3,3000.0,9.0,0
28,24000000,4,4,2750.0,8.0,0
35,6800000,3,2,1400.0,12.5,0
1,16500000,4,4,2250.0,8.0,0
26,29000000,6,3,2650.0,9.6,0
1,6900000,2,1,1000.0,9.3,0
35,11500000,3,2,1685.0,6.0,0
35,22000000,4,4,2200.0,8.0,0
28,18700000,3,3,1800.0,7.13,0
1,85000000,3,2,1500.0,6.5,2
29,6000000,2,1,900.0,7.0,0
3,100000000,6,6,4500.0,20.0,2
35,22000000,4,3,2750.0,10.0,0
37,18000000,3,3,1500.0,10.0,0
35,13700000,3,3,1502.0,10.0,0
22,29000000,5,4,4251.0,16.0,0
3,42000000,4,4,3500.0,10.0,0
26,27000000,4,4,2800.0,10.0,0
3,45000000,4,4,4000.0,10.5,0
20,16500000,4,2,1800.0,18.0,0
35,17500000,4,4,2750.0,9.5,0
35,21500000,5,4,3142.0,8.2,0
35,17500000,4,4,2000.0,9.0,0
28,18000000,4,4,2100.0,7.3,0
33,19500000,4,2,1600.0,71.0,0
28,18000000,4,4,2400.0,8.0,0
38,48500000,4,4,3500.0,10.5,0
20,11000000,3,1,1200.0,10.5,0
4,80000000,7,5,5000.0,37.0,2
4,23500000,4,3,2800.0,7.0,0
28,16800000,4,3,2400.0,6.3,0
28,24000000,4,4,2650.0,7.0,0
28,17500000,4,3,2200.0,7.4,0
22,12500000,5,3,3600.0,25.0,0
35,25500000,5,4,3850.0,11.0,0
4,22000000,4,4,2300.0,10.0,0
35,19000000,4,3,3000.0,8.5,0
34,21000000,3,3,2025.0,6.7,0
36,82000000,4,3,6000.0,18.5,2
38,31500000,3,3,3150.0,10.0,0
39,5500000,4,2,2400.0,3.0,0
35,16000000,4,2,2200.0,6.5,0
35,22000000,4,3,2200.0,8.0,0
25,25000000,4,4,2800.0,10.0,0
4,11000000,3,2,1900.0,16.0,0
28,29500000,4,4,3000.0,6.0,0
25,22500000,5,4,3600.0,9.0,0
22,25000000,5,3,2530.0,6.5,0
35,21000000,4,3,2000.0,21.0,0
24,35000000,3,3,3000.0,17.0,0
35,8700000,3,2,1600.0,10.0,0
38,26000000,3,2,2200.0,11.8,0
18,21000000,2,1,1500.0,6.0,0
35,22000000,4,4,3000.0,8.5,0
28,26500000,4,4,2990.0,7.0,0
21,9500000,3,2,1348.0,10.0,0
18,75000000,3,2,2500.0,12.5,2
28,28000000,7,3,3600.0,20.0,0
38,26500000,4,4,3500.0,6.4,0
1,12250000,4,2,1210.0,25.0,0
38,25000000,5,3,3000.0,10.5,0
35,22500000,5,4,3145.0,9.0,0
18,30000000,4,3,1524.6,5.6,0
4,29700000,3,2,2250.0,7.3,0
38,155000000,6,6,6000.0,20.0,1
32,16000000,3,3,2400.0,6.0,0
1,13000000,3,2,1650.0,8.0,0
35,30000000,5,4,4500.0,16.0,0
34,25000000,4,4,2800.0,7.2,0
35,26000000,5,4,3500.0,11.5,0
28,24000000,4,4,2650.0,8.0,0
4,33000000,5,4,3456.0,8.0,0
22,13000000,3,1,1100.0,18.5,0
28,11500000,3,1,1500.0,7.5,0
28,21000000,4,4,2850.0,7.5,0
35,17500000,4,4,2850.0,9.5,0
35,14700000,3,3,2100.0,8.6,0
1,16500000,4,3,2200.0,8.0,0
4,33400000,5,4,4210.0,10.0,0
22,13000000,3,3,1850.0,6.1,0
14,145000000,6,5,4410.45,16.2,2
38,13000000,3,2,1400.0,7.0,0
4,31500000,4,3,3000.0,6.5,0
4,17500000,3,1,1000.0,10.3,0
35,17500000,4,4,2899.0,9.5,0
18,75000000,6,6,7000.0,16.0,2
4,22000000,4,3,1243.0,16.0,0
31,48000000,5,2,2800.0,12.0,0
32,30000000,5,3,2000.0,10.0,0
35,7900000,3,2,1500.0,8.0,0
35,15000000,3,3,1680.0,10.5,0
29,26000000,4,5,5000.0,16.0,0
3,28000000,4,2,2850.0,8.5,0
1,8000000,3,2,950.0,8.5,0
35,15700000,4,3,2200.0,6.72,0
28,16800000,3,3,1850.0,6.0,0
28,28000000,4,4,4100.0,10.0,0
22,6700000,3,1,1100.0,6.0,0
34,14000000,3,1,1100.0,18.0,0
32,50000000,5,4,3500.0,17.38,0
22,16500000,4,2,2400.0,17.5,0
16,102000000,7,5,3500.0,12.0,2
1,16500000,4,3,2200.0,8.0,0
35,29500000,4,3,2885.0,25.1,0
25,11000000,3,2,1800.0,14.0,0
26,69000000,4,4,4500.0,11.0,2
35,15000000,4,4,1650.0,13.0,0
1,8900000,3,2,1100.0,6.0,0
32,38000000,4,4,2900.0,9.0,0
28,36500000,4,4,3500.0,11.8,0
29,44000000,5,3,4000.0,9.0,0
28,19800000,4,3,1950.0,6.35,0
3,36000000,5,5,3000.0,10.0,0
35,17500000,4,4,2789.0,9.5,0
29,47500000,6,6,5500.0,12.5,0
35,22000000,4,4,2700.0,10.0,0
3,60000000,5,4,6000.0,20.0,2
35,12000000,3,3,1348.0,8.0,0
34,18000000,5,4,2200.0,7.4,0
35,26000000,4,4,3600.0,7.5,0
35,30000000,5,4,4020.0,16.0,0
4,29000000,5,5,3450.0,6.5,0
28,24000000,4,4,2400.0,8.0,0
28,29000000,4,3,2850.0,10.0,0
18,58000000,7,7,4500.0,10.4,2
20,4000000,3,1,1800.0,10.0,0
25,26000000,4,4,2800.0,7.2,0
27,19500000,3,4,1300.0,8.0,0
14,27000000,3,2,3000.0,11.0,0
4,20000000,4,3,2750.0,9.0,0
35,22500000,4,3,2800.0,8.2,0
22,6800000,3,1,1200.0,7.5,0
18,40000000,4,2,3200.0,11.0,0
28,12000000,3,3,1350.0,10.0,0
35,30000000,5,4,4600.0,16.0,0
28,17800000,3,3,1700.0,10.0,0
18,207000000,4,3,6000.0,40.0,1
23,47000000,4,3,3000.0,6.8,0
29,7500000,3,1,1000.0,7.0,0
28,18500000,3,3,2100.0,9.0,0
28,17800000,3,3,1800.0,10.0,0
3,45000000,4,4,2800.0,15.0,0
32,160000000,5,5,8000.0,18.0,1
35,17500000,4,4,2400.0,9.0,0
3,95000000,5,3,4000.0,45.0,2
25,20000000,4,3,2700.0,18.5,0
25,11000000,3,2,1200.0,8.5,0
21,5000000,2,1,800.0,9.0,0
7,8000000,3,2,1500.0,1.5,0
19,2700000,3,1,1012.0,5.0,0
28,21500000,5,4,3200.0,7.0,0
38,34000000,4,4,3400.0,10.0,0
26,18000000,3,3,2650.0,6.0,0
22,11500000,3,2,1180.0,8.35,0
35,30000000,5,4,3895.0,16.0,0
28,28500000,4,4,2900.0,8.0,0
28,24000000,4,4,2650.0,8.0,0
37,13500000,4,2,1840.0,5.0,0
35,18500000,5,3,2786.0,8.0,0
18,165000000,4,3,2000.0,42.0,1
38,24000000,4,4,2650.0,8.0,0
1,17500000,4,4,2200.0,8.0,0
27,22500000,4,3,2500.0,14.0,0
35,11500000,3,1,1250.0,9.0,0
23,55000000,4,3,2950.0,10.0,2
38,32500000,4,4,3800.0,11.0,0
35,29500000,4,3,2885.0,25.1,0
3,36000000,5,5,3000.0,10.0,0
1,13000000,3,3,1650.0,7.5,0
38,28000000,4,3,3000.0,8.5,0
18,31500000,6,3,2000.0,5.0,0
25,15000000,4,2,2000.0,8.0,0
32,98000000,5,5,6000.0,15.0,2
34,37500000,4,4,3000.0,11.5,0
38,24000000,4,4,2700.0,8.0,0
37,26500000,5,3,2500.0,8.0,0
34,29500000,4,4,3000.0,7.3,0
38,34000000,4,4,2850.0,8.0,0
25,25000000,7,5,3850.0,15.25,0
25,15000000,4,3,1900.0,8.0,0
35,12000000,3,3,1600.0,8.0,0
25,29500000,4,4,3000.0,7.3,0
25,14800000,3,2,1800.0,8.7,0
35,15500000,3,3,2010.0,7.0,0
35,9200000,3,1,1800.0,10.0,0
35,7600000,3,2,1300.0,11.5,0
28,24000000,4,4,2600.0,7.0,0
35,21000000,4,4,2985.0,8.0,0
32,45000000,7,4,4500.0,19.0,0
24,9500000,2,1,600.0,2.5,0
35,17000000,4,3,2000.0,7.7,0
35,11500000,3,2,1655.0,6.0,0
20,7000000,2,1,1100.0,10.0,0
22,5800000,3,1,1200.0,10.0,0
28,18000000,4,4,2400.0,8.0,0
1,16800000,4,3,2350.0,6.31,0
28,17500000,4,4,2200.0,8.0,0
35,21000000,5,3,2800.0,7.0,0
33,70000000,7,4,3989.0,48.0,2
29,11000000,4,5,2000.0,9.0,0
20,5800000,4,2,1500.0,10.0,0
34,14000000,3,1,2500.0,12.5,0
35,21000000,4,3,2300.0,7.0,0
38,69000000,4,3,4500.0,11.2,2
36,10000000,1,1,550.0,5.0,0
35,22500000,4,3,3600.0,10.0,0
30,36500000,7,4,4020.0,10.07,0
13,50000000,3,2,2500.0,1.0,0
4,33000000,5,4,3800.0,10.0,0
28,23000000,4,3,2650.0,15.0,0
35,15000000,4,3,1658.0,13.0,0
22,8800000,3,1,1950.0,12.0,0
21,7800000,5,2,5500.0,10.0,0
1,11200000,3,3,1240.0,8.5,0
18,75000000,4,5,3317.0,12.71,2
27,11500000,3,1,1380.0,9.5,0
28,28000000,4,4,2600.0,8.0,0
28,28500000,5,5,3100.0,10.0,0
10,5000000,2,1,1200.0,10.0,0
28,22000000,4,4,2650.0,11.6,0
28,28000000,4,4,3000.0,8.0,0
37,18000000,5,4,2500.0,7.0,0
4,25500000,2,1,2700.0,11.3,0
28,33500000,5,4,3100.0,7.8,0
1,4990000,4,2,1800.0,12.5,0
29,34000000,4,3,3100.0,9.25,0
32,175000000,3,2,2300.0,6.0,1
38,24000000,4,4,2500.0,8.0,0
28,18000000,3,3,1850.0,7.13,0
38,47500000,4,4,4000.0,10.5,0
29,8000000,4,3,2100.0,10.0,0
37,47000000,5,3,3680.0,15.0,0
38,19500000,4,4,1800.0,10.0,0
28,13000000,3,2,1800.0,12.5,0
38,47500000,5,4,4000.0,10.0,0
27,29000000,5,4,2400.0,10.0,0
34,25000000,4,4,2800.0,7.2,0
38,34000000,4,4,3200.0,7.5,0
25,10500000,2,1,2500.0,10.0,0
38,28000000,6,4,3650.0,12.5,0
35,16000000,4,2,2200.0,6.5,0
35,22000000,4,4,2866.0,8.0,0
35,34000000,3,4,3250.0,10.3,0
35,22000000,4,4,2758.0,8.0,0
9,2200000,1,1,326.7,1.2,0
35,12500000,3,2,1300.0,7.2,0
35,22000000,4,4,3245.0,10.0,0
35,25500000,5,4,3600.0,11.0,0
35,22000000,4,4,2850.0,10.0,0
38,32000000,4,3,2500.0,7.81,0
38,24500000,4,4,2800.0,6.5,0
25,14700000,3,3,2100.0,58.6,0
26,57000000,3,2,4500.0,18.0,2
1,18000000,4,4,2100.0,7.3,0
28,45000000,7,5,4500.0,10.0,0
34,25000000,4,4,2800.0,10.0,0
28,28000000,4,4,2800.0,8.0,0
25,9800000,3,2,1853.0,10.0,0
28,19500000,4,2,2750.0,9.5,0
20,2000000,2,1,800.0,7.0,0
22,12000000,3,3,1423.0,8.0,0
35,22000000,4,4,2300.0,8.0,0
39,6300000,2,2,545.0,2.0,0
23,45000000,5,3,3300.0,10.0,0
35,22500000,5,4,3145.0,9.0,0
21,12500000,4,2,3500.0,20.9,0
25,19800000,3,2,2200.0,8.0,0
20,15500000,4,2,1850.0,10.0,0
35,22500000,4,3,2400.0,6.5,0
38,24000000,4,4,2600.0,8.0,0
35,17500000,4,4,2750.0,9.5,0
15,214500000,1,1,4000.0,16.5,1
1,15000000,4,2,1800.0,11.0,0
26,69000000,4,3,4500.0,11.2,2
35,22500000,5,4,3148.0,9.0,0
35,15000000,4,3,752.0,13.0,0
24,11000000,4,3,1360.0,5.0,0
35,23500000,4,4,3145.0,8.0,0
3,37000000,5,4,4199.0,9.0,0
14,75000000,6,6,6000.0,13.5,2
35,21000000,4,4,2750.0,11.0,0
30,35000000,4,3,2600.0,10.5,0
4,33000000,5,4,3458.0,8.0,0
35,21000000,5,3,2800.0,7.0,0
35,13000000,2,1,2500.0,23.0,0
22,10500000,2,1,801.0,7.5,0
38,25500000,4,4,2850.0,7.5,0
35,11500000,3,3,1300.0,7.0,0
35,22000000,4,4,3150.0,10.0,0
4,23500000,5,3,2800.0,7.0,0
28,17000000,4,4,2400.0,8.0,0
4,25500000,5,4,3685.0,11.0,0
35,26000000,4,4,3452.0,7.5,0
4,29700000,4,4,3100.0,6.0,0
38,35500000,4,4,3200.0,8.0,0
35,11500000,3,2,1650.0,6.0,0
8,5600000,5,2,800.0,3.0,0
23,130000000,9,6,5125.0,20.0,2
14,120000000,3,2,1500.0,10.0,2
0,5000000,4,1,1600.0,8.0,0
26,69000000,4,3,4500.0,11.2,2
35,11000000,3,2,1750.0,8.0,0
35,22500000,5,4,3052.0,9.0,0
35,17500000,4,3,3000.0,9.0,0
28,10800000,3,3,1250.0,6.5,0
26,38000000,4,3,3400.0,7.35,0
22,8800000,3,2,1400.0,7.5,0
13,180000000,4,4,3500.0,8.8,1
35,21500000,4,4,2850.0,8.2,0
35,6500000,3,1,1100.0,4.0,0
3,26000000,4,3,3000.0,7.6,0
28,22500000,4,4,2980.0,6.0,0
35,25500000,5,4,3650.0,11.0,0
23,105000000,4,4,4600.0,37.0,2
8,235000000,4,4,3000.0,15.5,1
35,26000000,5,4,3752.0,11.0,0
28,17500000,4,2,1850.0,10.0,0
28,12500000,3,3,1650.0,6.0,0
20,6500000,3,2,1000.0,4.0,0
1,7300000,3,1,1200.0,7.0,0
35,19000000,4,3,3000.0,8.5,0
3,50000000,5,4,4500.0,10.0,0
28,16000000,3,3,1650.0,10.0,0
1,11000000,3,3,1500.0,10.0,0
35,21500000,5,4,2896.0,8.2,0
31,62000000,3,3,3000.0,12.5,2
26,26000000,4,4,3000.0,10.7,0
28,17800000,3,3,1700.0,10.0,0
34,25000000,6,4,4210.0,15.0,0
1,16000000,3,2,1300.0,9.0,0
38,24000000,4,4,2400.0,8.0,0
32,55000000,5,5,3800.0,12.0,2
20,7500000,2,1,2500.0,9.0,0
35,22000000,4,3,2200.0,8.0,0
35,21500000,4,4,2785.0,7.0,0
3,28000000,4,2,3000.0,15.5,0
35,21500000,4,4,2750.0,7.0,0
21,15500000,3,3,2300.0,6.5,0
22,7900000,3,1,1000.0,10.0,0
35,14500000,3,3,2014.0,8.6,0
28,18000000,4,4,2800.0,6.5,0
28,28500000,4,4,2950.0,10.0,0
26,36000000,4,3,2600.0,14.0,0
1,13500000,3,3,2000.0,7.2,0
1,29000000,3,2,2200.0,8.4,0
35,17500000,4,4,2986.0,9.5,0
35,45000000,7,2,2987.0,31.03,0
35,15000000,4,3,1658.0,13.0,0
28,28000000,7,3,3200.0,20.0,0
3,26500000,4,3,3000.0,7.6,0
35,13700000,3,3,1368.0,10.0,0
35,22000000,4,4,3142.0,10.0,0
38,24000000,4,4,2500.0,8.0,0
25,27000000,3,2,2100.0,10.0,0
28,22000000,4,4,2600.0,11.6,0
20,7500000,2,1,1300.0,10.0,0
32,18000000,3,3,2500.0,6.0,0
22,22500000,5,4,3200.0,9.0,0
25,9500000,3,2,1500.0,6.0,0
