location,price,beds,baths,house_size,land_size
Pannipitiya,25000000,4,4,2800,7.2
Piliyandala,26000000,5,4,3500,11.5
Malabe,24000000,4,4,2650,8
Boralesgamuwa,33000000,5,4,3456,8
Kesbewa,13000000,3,1,1100,18.5
Malabe,11500000,3,1,1500,7.5
Malabe,21000000,4,4,2850,7.5
Piliyandala,17500000,4,4,2850,9.5
Piliyandala,14700000,3,3,2100,8.6
Athurugiriya,16500000,4,3,2200,8
Boralesgamuwa,33400000,5,4,4210,10
Kesbewa,13000000,3,3,1850,6.1
Colombo 6,145000000,6,5,4410.45,16.2
Talawatugoda,13000000,3,2,1400,7
Boralesgamuwa,31500000,4,3,3000,6.5
Boralesgamuwa,17500000,3,1,1000,10.3
Piliyandala,17500000,4,4,2899,9.5
Dehiwala,75000000,6,6,7000,16
Boralesgamuwa,22000000,4,3,1243,16
Nawala,48000000,5,2,2800,12
Nugegoda,30000000,5,3,2000,10
Piliyandala,7900000,3,2,1500,8
Piliyandala,15000000,3,3,1680,10.5
Moratuwa,26000000,4,5,5000,16
Battaramulla,28000000,4,2,2850,8.5
Athurugiriya,8000000,3,2,950,8.5
Piliyandala,15700000,4,3,2200,6.72
Malabe,16800000,3,3,1850,6
Malabe,28000000,4,4,4100,10
Kesbewa,6700000,3,1,1100,6
Pannipitiya,14000000,3,1,1100,18
Nugegoda,50000000,5,4,3500,17.38
Kesbewa,16500000,4,2,2400,17.5
Colombo 8,102000000,7,5,3500,12
Athurugiriya,16500000,4,3,2200,8
Piliyandala,29500000,4,3,2885,25.1
Kottawa,11000000,3,2,1800,14
Kotte,69000000,4,4,4500,11
Piliyandala,15000000,4,4,1650,13
Athurugiriya,8900000,3,2,1100,6
Nugegoda,38000000,4,4,2900,9
Malabe,36500000,4,4,3500,11.8
Moratuwa,44000000,5,3,4000,9
Malabe,19800000,4,3,1950,6.35
Battaramulla,36000000,5,5,3000,10
Piliyandala,17500000,4,4,2789,9.5
Moratuwa,47500000,6,6,5500,12.5
Piliyandala,22000000,4,4,2700,10
Battaramulla,60000000,5,4,6000,20
Piliyandala,12000000,3,3,1348,8
Pannipitiya,18000000,5,4,2200,7.4
Piliyandala,26000000,4,4,3600,7.5
Piliyandala,30000000,5,4,4020,16
Boralesgamuwa,29000000,5,5,3450,6.5
Malabe,24000000,4,4,2400,8
Malabe,29000000,4,3,2850,10
Dehiwala,58000000,7,7,4500,10.4
Homagama,4000000,3,1,1800,10
Kottawa,26000000,4,4,2800,7.2
Maharagama,19500000,3,4,1300,8
Colombo 6,27000000,3,2,3000,11
Boralesgamuwa,20000000,4,3,2750,9
Nawala,85000,3,2,1200,10
Piliyandala,22500000,4,3,2800,8.2
Kesbewa,6800000,3,1,1200,7.5
Dehiwala,40000000,4,2,3200,11
Malabe,12000000,3,3,1350,10
Piliyandala,30000000,5,4,4600,16
Malabe,17800000,3,3,1700,10
Dehiwala,207000000,4,3,6000,40
Kohuwala,47000000,4,3,3000,6.8
Moratuwa,7500000,3,1,1000,7
Malabe,18500000,3,3,2100,9
Malabe,17800000,3,3,1800,10
Battaramulla,45000000,4,4,2800,15
Nugegoda,160000000,5,5,8000,18
Piliyandala,17500000,4,4,2400,9
Battaramulla,95000000,5,3,4000,45
Kottawa,20000000,4,3,2700,18.5
Kottawa,11000000,3,2,1200,8.5
Kaduwela,5000000,2,1,800,9
Colombo 13,8000000,3,2,1500,1.5
Hanwella,2700000,3,1,1012,5
Malabe,21500000,5,4,3200,7
Talawatugoda,34000000,4,4,3400,10
Kotte,18000000,3,3,2650,6
Kesbewa,11500000,3,2,1180,8.35
Piliyandala,30000000,5,4,3895,16
Malabe,28500000,4,4,2900,8
Malabe,24000000,4,4,2650,8
Ratmalana,13500000,4,2,1840,5
Piliyandala,18500000,5,3,2786,8
Dehiwala,165000000,4,3,2000,42
Talawatugoda,24000000,4,4,2650,8
Athurugiriya,17500000,4,4,2200,8
Maharagama,22500000,4,3,2500,14
Piliyandala,11500000,3,1,1250,9
Kohuwala,55000000,4,3,2950,10
Talawatugoda,32500000,4,4,3800,11
Piliyandala,29500000,4,3,2885,25.1
Battaramulla,36000000,5,5,3000,10
Athurugiriya,13000000,3,3,1650,7.5
Talawatugoda,28000000,4,3,3000,8.5
Dehiwala,31500000,6,3,2000,5
Kottawa,15000000,4,2,2000,8
Nugegoda,98000000,5,5,6000,15
Pannipitiya,37500000,4,4,3000,11.5
Talawatugoda,24000000,4,4,2700,8
Ratmalana,26500000,5,3,2500,8
Pannipitiya,29500000,4,4,3000,7.3
Talawatugoda,34000000,4,4,2850,8
Kottawa,25000000,7,5,3850,15.25
Kottawa,15000000,4,3,1900,8
Piliyandala,12000000,3,3,1600,8
Kottawa,29500000,4,4,3000,7.3
Kottawa,14800000,3,2,1800,8.7
Piliyandala,15500000,3,3,2010,7
Piliyandala,9200000,3,1,1800,10
Piliyandala,7600000,3,2,1300,11.5
Malabe,24000000,4,4,2600,7
Piliyandala,21000000,4,4,2985,8
Nugegoda,45000000,7,4,4500,19
Kolonnawa,9500000,2,1,600,2.5
Piliyandala,17000000,4,3,2000,7.7
Piliyandala,11500000,3,2,1655,6
Homagama,7000000,2,1,1100,10
Kesbewa,5800000,3,1,1200,10
Malabe,18000000,4,4,2400,8
Athurugiriya,16800000,4,3,2350,6.31
Malabe,17500000,4,4,2200,8
Piliyandala,21000000,5,3,2800,7
Padukka,70000000,7,4,3989,48
Moratuwa,11000000,4,5,2000,9
Homagama,5800000,4,2,1500,10
Pannipitiya,14000000,3,1,2500,12.5
Piliyandala,21000000,4,3,2300,7
Talawatugoda,69000000,4,3,4500,11.2
Rajagiriya,10000000,1,1,550,5
Piliyandala,22500000,4,3,3600,10
Mount Lavinia,36500000,7,4,4020,10.07
Colombo 5,50000000,3,2,2500,1
Boralesgamuwa,33000000,5,4,3800,10
Malabe,23000000,4,3,2650,15
Piliyandala,15000000,4,3,1658,13
Kesbewa,8800000,3,1,1950,12
Kaduwela,7800000,5,2,5500,10
Athurugiriya,11200000,3,3,1240,8.5
Dehiwala,75000000,4,5,3317,12.71
Maharagama,11500000,3,1,1380,9.5
Malabe,28000000,4,4,2600,8
Malabe,28500000,5,5,3100,10
Colombo 2,5000000,2,1,1200,10
Malabe,22000000,4,4,2650,11.6
Malabe,28000000,4,4,3000,8
Ratmalana,18000000,5,4,2500,7
Boralesgamuwa,25500000,2,1,2700,11.3
Malabe,33500000,5,4,3100,7.8
Athurugiriya,4990000,4,2,1800,12.5
Moratuwa,34000000,4,3,3100,9.25
Nugegoda,175000000,3,2,2300,6
Talawatugoda,24000000,4,4,2500,8
Malabe,18000000,3,3,1850,7.13
Talawatugoda,47500000,4,4,4000,10.5
Moratuwa,8000000,4,3,2100,10
Ratmalana,47000000,5,3,3680,15
Talawatugoda,19500000,4,4,1800,10
Malabe,13000000,3,2,1800,12.5
Talawatugoda,47500000,5,4,4000,10
Maharagama,29000000,5,4,2400,10
Pannipitiya,25000000,4,4,2800,7.2
Talawatugoda,34000000,4,4,3200,7.5
Kottawa,10500000,2,1,2500,10
Talawatugoda,28000000,6,4,3650,12.5
Piliyandala,16000000,4,2,2200,6.5
Piliyandala,22000000,4,4,2866,8
Piliyandala,34000000,3,4,3250,10.3
Piliyandala,22000000,4,4,2758,8
Colombo 15,2200000,1,1,326.7,1.2
Piliyandala,12500000,3,2,1300,7.2
Piliyandala,22000000,4,4,3245,10
Piliyandala,25500000,5,4,3600,11
Piliyandala,22000000,4,4,2850,10
Talawatugoda,32000000,4,3,2500,7.81
Talawatugoda,24500000,4,4,2800,6.5
Kottawa,14700000,3,3,2100,58.6
Kotte,57000000,3,2,4500,18
Athurugiriya,18000000,4,4,2100,7.3
Malabe,45000000,7,5,4500,10
Pannipitiya,25000000,4,4,2800,10
Malabe,28000000,4,4,2800,8
Kottawa,9800000,3,2,1853,10
Malabe,19500000,4,2,2750,9.5
Homagama,2000000,2,1,800,7
Kesbewa,12000000,3,3,1423,8
Piliyandala,22000000,4,4,2300,8
Wellampitiya,6300000,2,2,545,2
Kohuwala,45000000,5,3,3300,10
Piliyandala,22500000,5,4,3145,9
Kaduwela,12500000,4,2,3500,20.9
Kottawa,19800000,3,2,2200,8
Homagama,15500000,4,2,1850,10
Piliyandala,22500000,4,3,2400,6.5
Talawatugoda,24000000,4,4,2600,8
Piliyandala,17500000,4,4,2750,9.5
Colombo 7,214500000,1,1,4000,16.5
Athurugiriya,15000000,4,2,1800,11
Kotte,69000000,4,3,4500,11.2
Piliyandala,22500000,5,4,3148,9
Piliyandala,15000000,4,3,752,13
Kolonnawa,11000000,4,3,1360,5
Piliyandala,23500000,4,4,3145,8
Battaramulla,37000000,5,4,4199,9
Colombo 6,75000000,6,6,6000,13.5
Piliyandala,21000000,4,4,2750,11
Mount Lavinia,35000000,4,3,2600,10.5
Boralesgamuwa,33000000,5,4,3458,8
Piliyandala,21000000,5,3,2800,7
Piliyandala,13000000,2,1,2500,23
Kesbewa,10500000,2,1,801,7.5
Talawatugoda,25500000,4,4,2850,7.5
Piliyandala,11500000,3,3,1300,7
Piliyandala,22000000,4,4,3150,10
Boralesgamuwa,23500000,5,3,2800,7
Malabe,17000000,4,4,2400,8
Boralesgamuwa,25500000,5,4,3685,11
Piliyandala,26000000,4,4,3452,7.5
Boralesgamuwa,29700000,4,4,3100,6
Talawatugoda,35500000,4,4,3200,8
Piliyandala,11500000,3,2,1650,6
Colombo 14,5600000,5,2,800,3
Kohuwala,130000000,9,6,5125,20
Colombo 6,120000000,3,2,1500,10
Angoda,5000000,4,1,1600,8
Kotte,69000000,4,3,4500,11.2
Piliyandala,11000000,3,2,1750,8
Piliyandala,22500000,5,4,3052,9
Piliyandala,17500000,4,3,3000,9
Malabe,10800000,3,3,1250,6.5
Kotte,38000000,4,3,3400,7.35
Kesbewa,8800000,3,2,1400,7.5
Colombo 5,180000000,4,4,3500,8.8
Piliyandala,21500000,4,4,2850,8.2
Piliyandala,6500000,3,1,1100,4
Battaramulla,26000000,4,3,3000,7.6
Malabe,22500000,4,4,2980,6
Piliyandala,25500000,5,4,3650,11
Kohuwala,105000000,4,4,4600,37
Colombo 14,235000000,4,4,3000,15.5
Piliyandala,26000000,5,4,3752,11
Malabe,17500000,4,2,1850,10
Malabe,12500000,3,3,1650,6
Homagama,6500000,3,2,1000,4
Athurugiriya,7300000,3,1,1200,7
Piliyandala,19000000,4,3,3000,8.5
Battaramulla,50000000,5,4,4500,10
Malabe,16000000,3,3,1650,10
Athurugiriya,11000000,3,3,1500,10
Piliyandala,21500000,5,4,2896,8.2
Nawala,62000000,3,3,3000,12.5
Kotte,26000000,4,4,3000,10.7
Malabe,17800000,3,3,1700,10
Pannipitiya,25000000,6,4,4210,15
Athurugiriya,16000000,3,2,1300,9
Talawatugoda,24000000,4,4,2400,8
Nugegoda,55000000,5,5,3800,12
Homagama,7500000,2,1,2500,9
Piliyandala,22000000,4,3,2200,8
Piliyandala,21500000,4,4,2785,7
Battaramulla,28000000,4,2,3000,15.5
Piliyandala,21500000,4,4,2750,7
Kaduwela,15500000,3,3,2300,6.5
Kesbewa,7900000,3,1,1000,10
Piliyandala,14500000,3,3,2014,8.6
Malabe,18000000,4,4,2800,6.5
Malabe,28500000,4,4,2950,10
Kotte,36000000,4,3,2600,14
Athurugiriya,13500000,3,3,2000,7.2
Athurugiriya,29000000,3,2,2200,8.4
Piliyandala,17500000,4,4,2986,9.5
Piliyandala,45000000,7,2,2987,31.03
Piliyandala,15000000,4,3,1658,13
Malabe,28000000,7,3,3200,20
Battaramulla,26500000,4,3,3000,7.6
Piliyandala,13700000,3,3,1368,10
Piliyandala,22000000,4,4,3142,10
Talawatugoda,24000000,4,4,2500,8
Kottawa,27000000,3,2,2100,10
Malabe,22000000,4,4,2600,11.6
Homagama,7500000,2,1,1300,10
Nugegoda,18000000,3,3,2500,6
Kesbewa,22500000,5,4,3200,9
Kottawa,9500000,3,2,1500,6
Piliyandala,30000000,5,4,4500,16
Ratmalana,13500000,4,2,2500,6.5
Malabe,24000000,4,4,2750,8
Piliyandala,14000000,3,2,829,8
Piliyandala,7900000,1,1,1300,8.5
Boralesgamuwa,21500000,5,3,3000,10
Piliyandala,15000000,3,3,1550,13
Malabe,18500000,3,2,1950,8
Malabe,18000000,4,4,2100,7.3
Kotte,120000000,5,4,9300,18
Colombo 5,50000000,9,5,4000,14
Kotte,29000000,4,3,2850,6.2
Malabe,22000000,4,4,2700,11.6
Maharagama,12500000,3,3,1345,10
Rajagiriya,15500000,5,2,2200,6.1
Piliyandala,7900000,3,2,1400,8
Malabe,24000000,4,4,2750,8
Boralesgamuwa,22000000,4,4,2850,8
Piliyandala,11300000,3,3,1300,7
Maharagama,25600000,2,2,2000,16
Battaramulla,22000000,6,5,3200,9.52
Piliyandala,22000000,4,4,3000,10
Piliyandala,12000000,3,3,1500,8
Piliyandala,22500000,5,4,3245,9
Piliyandala,5000000,3,1,3200,15
Athurugiriya,17500000,3,2,1850,6.6
Piliyandala,17500000,4,3,2000,7.7
Piliyandala,22500000,4,4,3452,9
Colombo 3,210000000,4,3,3500,12
Piliyandala,18000000,3,3,1900,8
Boralesgamuwa,17900000,3,3,2460,6.5
Piliyandala,21500000,5,4,2758,8.2
Malabe,21500000,5,4,3200,7
Malabe,17500000,4,4,2200,8
Piliyandala,21000000,4,4,3012,8
Piliyandala,22500000,4,3,3650,10
Maharagama,24000000,4,3,2850,8.5
Dehiwala,45000000,5,5,3000,20
Ratmalana,50000000,6,3,5170,20
Rajagiriya,9900000,2,1,1000,6
Mount Lavinia,110000000,9,5,4000,26
Wellampitiya,7500000,3,2,1000,3.65
Talawatugoda,33000000,4,4,3600,7.4
Boralesgamuwa,35000000,3,2,3500,28
Kotte,36000000,3,3,2700,8.25
Rajagiriya,22000000,5,3,1700,4.1
Rajagiriya,31000000,5,3,2000,6.5
Kesbewa,21000000,4,3,3000,8
Colombo 5,180000000,5,5,4600,8.5
Talawatugoda,48500000,4,4,3800,10
Dehiwala,75000000,4,4,3317,12.71
Malabe,33500000,5,4,3500,12
Piliyandala,21000000,4,3,2700,7
Homagama,13500000,3,2,1500,10.4
Angoda,14000000,2,1,1800,14.3
Piliyandala,13700000,3,3,1425,10
Malabe,28000000,4,4,4000,10
Colombo 5,85000000,5,4,3000,8.5
Moratuwa,12500000,3,2,2750,10
Kolonnawa,34000000,7,5,4900,8.5
Athurugiriya,11000000,3,3,1350,8.5
Malabe,10800000,3,3,1250,6
Dehiwala,76000000,4,4,3400,10.9
Maharagama,28000000,6,2,2850,12.35
Hanwella,16500000,5,4,1900,6
Kesbewa,13200000,4,3,1345,18
Malabe,28500000,4,3,3000,8
Piliyandala,17000000,4,3,2000,7.7
Athurugiriya,17500000,4,4,2200,8
Dehiwala,38500000,5,4,2850,7.5
Avissawella,6000000,2,2,1750,11
Battaramulla,110000000,5,4,4500,22
Piliyandala,31000000,5,4,3142,6.5
Kolonnawa,16500000,2,2,1000,6.4
Homagama,35000000,3,2,2500,53
Piliyandala,22500000,4,4,3150,9
Malabe,14800000,3,2,1280,7.5
Padukka,4800000,3,1,1200,12.61
Maharagama,23000000,4,3,2500,8
Athurugiriya,22000000,4,4,2650,11
Malabe,18000000,4,4,2150,7.3
Piliyandala,5200000,3,1,1521,11.5
Piliyandala,12000000,3,2,1600,8
Piliyandala,21000000,4,4,3000,8
Pannipitiya,73000000,4,4,7000,56
Angoda,15000000,3,1,2000,14
Malabe,29500000,4,4,3000,6
Battaramulla,68000000,5,4,3600,9.5
Malabe,16000000,3,3,1650,10
Piliyandala,15000000,4,2,2012,6.5
Malabe,24000000,4,4,2750,8
Pannipitiya,29500000,4,4,3000,7.3
Kottawa,15500000,4,4,2000,8
Mount Lavinia,40000000,4,4,3200,7
Colombo 5,45000000,3,2,2000,5.6
Boralesgamuwa,33000000,5,4,3589,8.5
Kottawa,15000000,4,3,1900,8
Piliyandala,15000000,4,3,2000,8
Mount Lavinia,35000000,4,5,2000,6
Kolonnawa,45000000,5,6,3250,6
Piliyandala,25000000,3,2,3000,48
Talawatugoda,26500000,4,4,2900,7
Malabe,22000000,4,4,2650,11.6
Malabe,13500000,3,2,1300,6
Piliyandala,21500000,5,3,2500,8.2
Angoda,35000000,5,3,3500,28
Kottawa,12200000,3,2,1400,7.5
Malabe,10500000,3,3,1400,10
Maharagama,30000000,4,2,2580,8
Colombo 15,19800000,3,2,2500,7.7
Piliyandala,12000000,3,3,1500,8
Battaramulla,37000000,4,3,3150,7
Piliyandala,22000000,4,3,2200,8
Talawatugoda,100000000,5,6,5500,20
Piliyandala,22000000,4,4,3250,9
Athurugiriya,27000000,5,4,5400,12.8
Pannipitiya,25000000,4,4,2800,10
Nawala,125000000,6,3,6450,20
Kesbewa,17500000,4,3,2000,6.5
Homagama,15900000,3,2,2800,4
Pannipitiya,26000000,4,3,3000,10
Maharagama,22000000,4,3,2480,8
Piliyandala,6900000,5,2,2000,10
Piliyandala,30000000,5,4,4560,16
Nugegoda,45000000,4,3,4000,18.5
Moratuwa,3200000,2,1,650,3
Angoda,15000000,4,2,2500,10
Malabe,9000000,3,1,1300,12
Piliyandala,48000000,4,3,4000,15
Battaramulla,95000000,4,4,7139,20
Kottawa,15500000,3,2,2100,14.3
Piliyandala,12000000,3,2,1650,8
Piliyandala,12000000,3,3,1500,8
Athurugiriya,12500000,3,2,2300,10
Kotte,85000000,5,4,3000,33.8
Piliyandala,15500000,3,3,1800,6.6
Piliyandala,25500000,4,3,2700,10
Malabe,16000000,3,3,1600,10
Athurugiriya,10300000,3,2,1250,6
Nawala,90000000,4,4,5500,10.5
Talawatugoda,26500000,4,3,2850,6.4
Pannipitiya,29500000,5,3,2350,10
Moratuwa,28000000,6,5,4800,15
Rajagiriya,82000000,4,3,6000,18.5
Malabe,28000000,4,4,4100,10
Battaramulla,27500000,4,3,2400,9.5
Kottawa,19000000,4,3,3500,10
Talawatugoda,49500000,4,4,3500,15
Boralesgamuwa,26000000,5,4,3500,11
Malabe,13000000,3,3,1400,7.27
Malabe,29000000,4,4,4100,10
Colombo 5,52900000,6,4,3500,11.5
Talawatugoda,57500000,5,5,3500,20
Malabe,16000000,3,3,1600,10
Kottawa,32000000,3,3,2200,16
Athurugiriya,6500000,3,1,1200,12.5
Battaramulla,40000000,5,5,3000,10
Piliyandala,8800000,3,2,1420,7.5
Piliyandala,11000000,3,1,1500,20
Kolonnawa,22500000,2,3,2000,6.5
Nugegoda,38000000,6,4,2900,9.85
Kottawa,31000000,4,4,3400,11.5
Piliyandala,48000000,4,3,4200,15
Piliyandala,21000000,5,5,3145,6.5
Piliyandala,16000000,4,2,2200,6.5
Malabe,28000000,4,4,2800,8
Angoda,8500000,2,1,900,7
Homagama,11200000,5,3,2600,10.85
Athurugiriya,29000000,4,4,4000,10
Piliyandala,16000000,4,2,2200,6.5
Nugegoda,98000000,5,5,6500,14.8
Malabe,17499999,4,3,2100,7.5
Talawatugoda,24000000,4,4,2650,8
Malabe,28500000,5,5,3100,10
Piliyandala,21500000,5,3,2500,8.2
Malabe,16000000,3,3,1600,10
Piliyandala,22500000,4,4,3120,9
Moratuwa,16000000,5,3,2890,6
Homagama,22500000,3,2,1600,12.81
Piliyandala,17500000,4,3,2000,7.7
Battaramulla,37000000,5,4,3500,7
Malabe,28000000,7,3,3600,20
Pannipitiya,26000000,4,4,3500,7.5
Piliyandala,17500000,4,3,3000,9
Malabe,17000000,4,4,2400,8
Dehiwala,46000000,5,4,3800,7
Malabe,20500000,4,4,2650,7
Nawala,47000000,3,2,3000,9
Battaramulla,120000000,4,4,4000,17.4
Wellampitiya,7000000,2,2,952,3.5
Malabe,26500000,4,4,3650,6.4
Piliyandala,22500000,5,4,3200,9
Kottawa,18000000,4,3,2850,6.5
Kesbewa,11500000,3,2,1650,8
Kottawa,12000000,3,3,1400,7.75
Kottawa,15500000,3,2,2000,14.3
Malabe,13800000,4,3,3000,8.6
Colombo 4,120000000,4,3,3000,8
Athurugiriya,13000000,3,3,1600,10
Kottawa,15000000,4,3,2800,10.6
Nugegoda,17500000,3,1,1600,5
Talawatugoda,35500000,4,4,3400,8
Malabe,53000000,5,4,4000,10
Kottawa,17500000,3,2,2500,22
Piliyandala,15000000,4,3,1589,13
Homagama,11000000,3,2,900,18
Malabe,23000000,4,4,2450,7.5
Athurugiriya,17000000,4,3,2250,7
Kotte,57500000,5,4,5500,11
Nugegoda,35000000,4,4,4000,9.58
Colombo 6,22000000,3,2,1200,3
Athurugiriya,13000000,3,2,1500,10
Nugegoda,35000000,7,6,5000,6
Piliyandala,11000000,3,2,1350,10
Pannipitiya,26000000,4,4,2800,7.2
Malabe,31000000,5,4,4100,12.65
Colombo 8,175000000,5,3,5000,20
Kolonnawa,2600000,2,1,884,3
Athurugiriya,17500000,4,4,2200,8
Athurugiriya,7000000,3,2,1275,10.08
Kotte,140000000,5,4,8400,18
Nawala,65000000,6,6,4500,14
Piliyandala,24500000,6,3,3200,13.5
Piliyandala,17500000,4,4,2000,9
Nugegoda,35000000,4,4,3800,14.5
Athurugiriya,16000000,3,2,2700,6.25
Piliyandala,21000000,5,4,3245,6.7
Piliyandala,11500000,3,2,1566,6
Piliyandala,10000000,3,2,1500,8.5
Kolonnawa,27500000,3,2,1200,10.5
Kesbewa,19800000,5,2,2021,12.3
Wellampitiya,6700000,3,1,1224,4.5
Athurugiriya,17500000,4,4,2200,8
Piliyandala,30000000,5,4,4500,16
Pannipitiya,13000000,3,1,1150,17
Piliyandala,13500000,3,3,1550,10
Boralesgamuwa,32060000,4,3,3000,45.8
Kotte,36000000,4,3,3500,12.5
Malabe,14800000,3,2,1800,10
Piliyandala,21500000,5,4,2950,8.2
Malabe,29000000,4,4,4100,10
Nugegoda,32000000,3,3,1500,9.5
Kesbewa,9800000,3,1,1100,7.5
Angoda,7800000,3,3,1300,10
Piliyandala,21000000,4,4,2650,8.1
Piliyandala,19700000,4,4,3050,8
Battaramulla,70000000,3,3,3500,18.8
Athurugiriya,10000000,3,2,2600,10
Malabe,17500000,4,4,2200,8
Piliyandala,17500000,4,3,2100,9
Kotte,12500000,3,1,1300,7.1
Nugegoda,225000000,9,9,10000,25
Malabe,14000000,3,3,1650,8
Piliyandala,17500000,4,4,2750,9.5
Talawatugoda,24000000,4,4,2700,8
Athurugiriya,12000000,3,2,1200,7
Malabe,23000000,4,3,2850,7
Piliyandala,26000000,4,4,3140,7.5
Athurugiriya,13500000,3,3,1600,10
Malabe,25000000,3,3,2900,9
Piliyandala,30000000,5,4,4500,16
Malabe,10800000,3,3,1250,6.5
Kotte,30000000,6,5,3000,7.5
Kottawa,26000000,4,4,2800,7.2
Malabe,17800000,3,3,1700,10
Piliyandala,22000000,4,4,3082,10
Colombo 5,300000000,5,5,7000,12
Colombo 5,40000000,4,3,3500,10.5
Battaramulla,28000000,4,2,2400,8.6
Dehiwala,29500000,5,3,2500,8
Piliyandala,17500000,4,3,3000,9
Kolonnawa,20000000,4,2,3000,10
Piliyandala,24000000,5,3,4000,10.1
Wellampitiya,8500000,2,1,1633,6
Nugegoda,250000000,9,9,10000,25
Kaduwela,52500000,5,2,3000,20
Malabe,15500000,3,2,1700,10
Kottawa,22500000,5,4,3200,10
Nugegoda,98000000,6,6,7000,15
Talawatugoda,100000000,5,6,5500,20
Piliyandala,22500000,4,4,3600,9
Battaramulla,200000000,5,5,8000,23
Kottawa,26000000,4,4,2800,7.2
Athurugiriya,16000000,3,2,1800,11
Nugegoda,23000000,4,3,2500,10
Talawatugoda,80000000,4,4,4800,18.5
Battaramulla,185000000,7,7,11000,20
Nugegoda,49000000,5,4,2292,8.9
Colombo 14,5500000,1,1,800,4.59
Piliyandala,17500000,4,3,3000,9
Battaramulla,41000000,4,4,2700,5
Boralesgamuwa,45000000,7,4,1000,9
Battaramulla,53000000,5,4,4000,10
Malabe,24000000,4,4,2650,7
Piliyandala,15700000,4,3,2200,6.72
Talawatugoda,35500000,4,4,3200,8
Talawatugoda,34000000,4,4,3200,7.5
Mount Lavinia,57500000,4,4,3500,6
Piliyandala,165000000,4,3,2000,12.5
Piliyandala,11500000,1,1,1250,9
Malabe,22000000,4,4,2400,11.6
Malabe,24000000,4,4,2950,8
Battaramulla,50000000,5,4,4000,15.8
Malabe,17800000,3,3,1700,10
Piliyandala,13500000,3,3,1452,10
Boralesgamuwa,25500000,5,4,3875,11
Kottawa,26000000,4,4,2800,7.2
Malabe,28000000,4,4,3000,8
Homagama,8500000,2,2,1600,17
Malabe,24000000,4,4,2650,8
Kottawa,26000000,4,4,3215,7.5
Athurugiriya,13500000,3,3,1600,10
Malabe,28800000,6,4,2850,12
Ratmalana,75225000,4,3,3000,29.5
Pannipitiya,24000000,4,3,2885,7.9
Maharagama,29000000,5,4,3120,10
Malabe,21000000,4,3,2850,7
Homagama,6900000,3,2,2350,11
Maharagama,24500000,4,2,2000,13.4
Piliyandala,19000000,4,2,2500,10
Moratuwa,7800000,1,1,1100,6
Ratmalana,8500000,2,1,1633,7
Talawatugoda,39000000,4,4,3600,14
Talawatugoda,80000000,5,4,4800,20
Nugegoda,55000000,4,3,3500,12
Piliyandala,15000000,3,3,1650,13
Kottawa,31000000,4,4,2800,8
Moratuwa,15000000,3,2,1500,14.5
Talawatugoda,26500000,4,4,3500,6.4
Malabe,9800000,2,2,850,7
Kottawa,22500000,5,4,3500,8.5
Kottawa,24500000,4,3,3000,8.9
Talawatugoda,120000000,5,5,8000,16
Malabe,18000000,4,4,1850,7.3
Kottawa,23500000,4,4,3124,8
Kotte,38000000,7,4,2400,7.8
Piliyandala,18000000,3,2,2000,12.5
Colombo 5,110000000,5,4,4200,11.7
Wellampitiya,60000000,4,2,18000,48
Talawatugoda,31500000,4,4,2800,10.5
Talawatugoda,35500000,4,4,3200,8
Colombo 5,130000000,4,2,1850,23
Ratmalana,29000000,5,3,3000,20.58
Moratuwa,12500000,5,2,1100,3
Malabe,24000000,4,4,2750,8
Malabe,28500000,4,4,2900,8
Malabe,28500000,5,4,3100,10
Malabe,29000000,4,4,4000,10
Angoda,26000000,3,1,1900,38
Malabe,16000000,3,3,1600,10
Piliyandala,38000000,5,3,3000,30
Malabe,17800000,3,3,1700,10
Malabe,17500000,4,4,2250,8
Malabe,18700000,3,3,1850,7.13
Piliyandala,22000000,4,3,2850,6
Piliyandala,15000000,4,2,2145,6.7
Piliyandala,17500000,4,4,2900,7
Battaramulla,40000000,4,3,2500,10
Piliyandala,11500000,3,2,1536,6
Battaramulla,180000000,9,10,18300,60.26
Piliyandala,26000000,5,4,3600,11
Moratuwa,16000000,5,3,2800,7
Kesbewa,3600000,2,1,650,6.02
Malabe,29000000,5,4,2600,12
Piliyandala,22000000,4,4,3145,10
Maharagama,15500000,6,2,3000,9
Talawatugoda,35500000,4,4,3200,8
Piliyandala,17500000,4,3,3000,10
Piliyandala,22000000,4,4,2857,8
Colombo 12,15000000,3,2,518.27,1.9
Athurugiriya,11000000,3,3,1200,7.3
Dehiwala,75000000,6,6,7000,16
Nugegoda,30000000,4,3,2150,10
Piliyandala,21000000,4,4,2980,8
Boralesgamuwa,13800000,2,2,1150,12
Nawala,75000000,4,4,4000,10
Homagama,5500000,3,1,2000,8.3
Boralesgamuwa,22500000,5,5,3600,10
Wellampitiya,10000000,3,3,800,3
Malabe,15000000,3,2,1600,10.5
Pannipitiya,19500000,3,1,1500,18.4
Piliyandala,17500000,4,4,2850,9.5
Maharagama,17000000,4,2,2353,12.75
Homagama,22000000,4,4,3200,24
Malabe,29000000,4,4,4000,10
Kohuwala,30000000,4,2,2600,11
Padukka,4950000,3,1,1200,13.5
Malabe,32000000,6,5,3850,12
Malabe,22000000,4,4,2660,11.6
Talawatugoda,45000000,5,4,4100,10
Battaramulla,22000000,4,3,1750,10
