,0,1,2,3,4,5,6,7,8,9
29,"5 Bed House For Sale In Athurugiriya , Habarakada",11 Jul  2:38 pm,"Athurugiriya, Colombo","18,500,000","...5 Bed House For Sale In 20 perches Land...5 bed room house with 3 wash rooms, space for parking 3 vehicles in, 20 perches land located 200m off Ranala Road, Athurugiriya.","Off Ranala Road, Athurugiriya, Habarakada.",5,3,"2,500.0 sqft",20.0 perches
30,"House for Sale in Security Zone, Millennium City, Athurugiriya",20 Jul  5:47 pm,"Athurugiriya, Colombo","28,500,000","Recently build fully tiled two story house for sale in 24 hour security zone in Millennium city, AthurugiriyaOne km for Athurugiriya townTwo km for southern highway entranceClose to Malabe SLIIT, CINEC campus, Horizan international schoolLarge green pocket available in front of the houseHighly residential area6 bedroom4 Bathroom ( 3 wired for hot water)Living area, Dining and TV lobby2 verandaCar porch ( 2 vehicles can be parked)2 pantries ( upper floor & ground floor)Wet kitchenStore room/ servant room,  servant toilet2 overhead water tanks2 electricity metersSeparate entrance from outside for upper floor available from car poach ","Millennium City, Athurugiriya",6,4,"3,900.0 sqft",12.0 perches
31,House for Sale Athurugiriya,17 Jul  9:24 am,"Athurugiriya, Colombo","8,300,000","අලුතින් සෑදූ නිවසසම්පූර්ණයනේම ටයිල් අල්ලා ඇතපිනිෂින් වහල වට තාප්ප බැද ග‌ේට්ටු දමා තිබ‌ෙවාහන 3 පමණ නැවතීම‌ෙ හැකියාව ඇතවිසිත්ත කාමරය, මුලුතැන් ‌‌‌, පැන්ට්‍ර කබඩ්, පිරිසිදු ඔප්පුමිල ගණන් සාකච්චා කර ගත හැකියතැරව් කරුුුුවන් අනවශයයි","M.D.H. Jayawardhana Mawatha, Athurugiriya",3,2,"1,600.0 sqft",10.0 perches
32,New House In Athurugiriya,16 Jul  9:25 pm,"Athurugiriya, Colombo","8,200,000",06 perch land in Athurugiriya3 Bedroom 2 Bathrooms liveng room kitchen Pentry Roller GateOne Vehicle parking500 meter from main road Kaduwela Athurugiriya Bus road4 Kms Experswey AthurugiriyaTotal Price Rs 8.2 MillionClear DeedsTo inspect the Land - Please inform 3 hours before,Galwarusawa road Athurugiriya,3,2,"1,140.0 sqft",6.0 perches
33,Two Story House In Mileniuam City Athurugiriya,16 Jul  5:46 pm,"Athurugiriya, Colombo","13,500,000",Two story house in Milenum City ATHURUGIRIYA4 Bedroom and 4 Bedroom  living room and kitchen Roller GateOffice room 20 ft wide road Enters 1.5 Kms Experswey AthurugiriyaTotal Price Rs 13.5 Million,Mileniuam City Heartland 2,4,4,"1,680.0 sqft",6.0 perches
34,Brand New Single Storied in || Athurugiriya,15 Jul  2:18 pm,"Athurugiriya, Colombo","11,400,000",Brand New Single Story House For Sale In Aturugiriya .09 Perches Landscaped garden area.,"Habarakada, Athurugiriya",3,3,"1,400.0 sqft",9.0 perches
35,House For Sale - Athurugiriya,15 Jul 10:26 pm,"Athurugiriya, Colombo","6,700,000",House is location in aturugiriya  korathota house.. korathota  697 kaduwla homagama ...03 bet room  01 bath room  kaduwela  04 km..... aturugiriya .... 03 km..,3,1,"1,200.0 sqft",13.0 perches,
36,Brand New Modern Three Storied House Athurugiriya,14 Jul  6:42 pm,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
37,B/ New 4 Bed Two Story House Athurugiriya,14 Jul 11:58 am,"Athurugiriya, Colombo","19,000,000","Brand New Two Storied House For Sale In Athurugiriya.08 Perches , Landscaped garden area.","Pemananda Mw, Athurugiriya.",4,4,"2,400.0 sqft",8.0 perches
38,Brand New 2 Story House for Sale in Habarakada,13 Jul 10:16 pm,"Athurugiriya, Colombo","7,500,000",Brand new 2 story house for sale in Habarakada4 bed rooms3 bathrooms100 m to main road.Two way accessPls call,4,3,"2,200.0 sqft",9.5 perches,
39,Valuable Property for Sale Athurugiriya,13 Jul  3:50 pm,"Athurugiriya, Colombo","20,000,000",VALUABLE PROPERTY FOR SALE.,malabe - athurugiriya,5,2,"4,600.0 sqft",13.5 perches
40,"House for Sale in Athurugiriya, Millennium City",13 Jul  3:38 pm,"Athurugiriya, Colombo","6,700,000","REFERENCE NO - #HR.A,M.SP.17","Athurugiriya, Millennium city",3,2,"1,500.0 sqft",15.6 perches
41,New House In Athurugiriya Koratota,13 Jul  7:49 am,"Athurugiriya, Colombo","8,700,000","New house in Athurugiriya Koratota3 Bedroom 2 Bathroom living room and kitchen Pentry Rolling GartElectricity pipe bom worte15 -12 ft wide Road Enters350 meter From Main road Athurugiriya Kaduwela2.2 Kms from Mileniuam City3.5 Kms Experswey AthurugiriyaTotal price Rs 8.7 MillionClear DeedsTo inspect the Land - Please inform 2, hours before",Koratota Athurugiriya,3,2,"1,320.0 sqft",9.5 perches
42,House for Sale in - Millennium City Atturugiriya,15 Jul  2:40 pm,"Athurugiriya, Colombo","7,200,000","02 Bedroom house for sale, Surrounded with parapetwall, sliding gate, 1.5 km to Atturugiriya junction & 3.5 km to the highway access, Clear deed & relevant documents.Contact Rienzie",2,1,"1,000.0 sqft",8.0 perches,
