location,price,beds,baths,house_size,land_size
15,140000000,4,3,3000.0,9.0
38,57500000,5,5,3800.0,20.0
3,80000000,4,4,5000.0,14.0
38,75000000,4,4,4800.0,35.0
23,58000000,5,4,6000.0,15.0
18,80000000,4,4,4000.0,15.0
32,60000000,5,4,4550.0,8.96
31,65000000,3,3,2300.0,12.45
26,69500000,4,4,4000.0,11.8
32,80000000,6,4,4800.0,21.0
28,70000000,6,4,2800.0,18.0
21,58000000,3,1,2550.0,11.3
1,85000000,3,2,1500.0,6.5
3,100000000,6,6,4500.0,20.0
4,80000000,7,5,5000.0,37.0
36,82000000,4,3,6000.0,18.5
18,75000000,3,2,2500.0,12.5
14,145000000,6,5,4410.45,16.2
18,75000000,6,6,7000.0,16.0
16,102000000,7,5,3500.0,12.0
26,69000000,4,4,4500.0,11.0
3,60000000,5,4,6000.0,20.0
18,58000000,7,7,4500.0,10.4
3,95000000,5,3,4000.0,45.0
23,55000000,4,3,2950.0,10.0
32,98000000,5,5,6000.0,15.0
33,70000000,7,4,3989.0,48.0
38,69000000,4,3,4500.0,11.2
18,75000000,4,5,3317.0,12.71
26,57000000,3,2,4500.0,18.0
26,69000000,4,3,4500.0,11.2
14,75000000,6,6,6000.0,13.5
23,130000000,9,6,5125.0,20.0
14,120000000,3,2,1500.0,10.0
26,69000000,4,3,4500.0,11.2
23,105000000,4,4,4600.0,37.0
31,62000000,3,3,3000.0,12.5
32,55000000,5,5,3800.0,12.0
30,110000000,9,5,4000.0,26.0
18,75000000,4,4,3317.0,12.71
13,85000000,5,4,3000.0,8.5
18,76000000,4,4,3400.0,10.9
3,110000000,5,4,4500.0,22.0
3,68000000,5,4,3600.0,9.5
38,100000000,5,6,5500.0,20.0
31,125000000,6,3,6450.0,20.0
3,95000000,4,4,7139.0,20.0
26,85000000,5,4,3000.0,33.8
31,90000000,4,4,5500.0,10.5
36,82000000,4,3,6000.0,18.5
13,52900000,6,4,3500.0,11.5
38,57500000,5,5,3500.0,20.0
32,98000000,5,5,6500.0,14.8
3,120000000,4,4,4000.0,17.4
12,120000000,4,3,3000.0,8.0
28,53000000,5,4,4000.0,10.0
26,57500000,5,4,5500.0,11.0
26,140000000,5,4,8400.0,18.0
31,65000000,6,6,4500.0,14.0
3,70000000,3,3,3500.0,18.8
21,52500000,5,2,3000.0,20.0
32,98000000,6,6,7000.0,15.0
38,100000000,5,6,5500.0,20.0
38,80000000,4,4,4800.0,18.5
3,53000000,5,4,4000.0,10.0
30,57500000,4,4,3500.0,6.0
37,75225000,4,3,3000.0,29.5
38,80000000,5,4,4800.0,20.0
32,55000000,4,3,3500.0,12.0
38,120000000,5,5,8000.0,16.0
13,110000000,5,4,4200.0,11.7
13,130000000,4,2,1850.0,23.0
18,75000000,6,6,7000.0,16.0
31,75000000,4,4,4000.0,10.0
36,70000000,4,4,3500.0,24.0
30,53000000,6,4,3200.0,20.0
14,128250000,4,2,2000.0,22.5
23,55000000,4,2,3000.0,26.0
28,53000000,5,4,4000.0,10.0
16,89000000,4,3,3500.0,13.0
30,85000000,6,5,6000.0,30.0
25,55000000,6,5,4500.0,15.0
36,82000000,4,3,6000.0,18.5
16,80000000,4,3,3200.0,9.0
30,57500000,3,3,2500.0,20.5
14,85000000,5,5,2500.0,7.1
32,75000000,4,3,4000.0,18.2
3,75000000,4,4,5000.0,21.0
27,78000000,6,3,6000.0,30.0
30,75000000,5,4,3000.0,10.0
32,98000000,5,5,6500.0,14.5
36,87000000,4,5,4000.0,9.15
3,115000000,5,3,4012.0,43.0
31,85000000,4,3,3000.0,14.0
16,140000000,4,2,2900.0,23.87
38,100000000,5,6,5500.0,20.0
32,69000000,4,3,4500.0,11.3
32,140000000,6,5,7500.0,17.0
18,60000000,7,7,7000.0,14.0
26,62000000,5,3,2500.0,24.5
31,110000000,5,4,4000.0,19.3
14,80000000,6,4,4000.0,14.5
16,93500000,3,2,5700.0,11.0
14,52500000,2,3,1100.0,4.0
32,88000000,4,5,3000.0,16.0
26,69000000,4,4,4500.0,11.2
36,65000000,5,5,4000.0,11.2
32,64500000,4,4,2500.0,26.85
26,68500000,5,3,5000.0,11.8
3,82500000,4,3,4000.0,14.5
3,115000000,5,3,3500.0,43.0
23,115000000,5,5,4000.0,15.5
