,Unnamed: 0.1,Location,Price,Beds,Baths,House Size,Land Size,h_l_ratio,Bed Size,beds_bath_ratio
656,1883,22,7900000,3,1,1300.0,9.5,0.5026339954569621,433.33333333333326,3.0
657,1884,28,7800000,2,2,1000.0,6.0,0.6121824303642486,500.0,1.0
658,1885,1,7000000,3,2,2450.0,10.0,0.8999081726354454,816.6666666666665,1.5
659,1886,35,8000000,2,1,1100.0,6.0,0.6734006734006734,550.0,2.0
660,1887,38,19000000,4,2,2300.0,8.8,0.9600133567075716,575.0,2.0
661,1888,21,7000000,2,1,1300.0,8.0,0.5968778696051423,650.0,2.0
662,1889,7,6800000,2,1,1000.0,28.3,0.1297913279924202,500.0,2.0
663,1897,21,9000000,2,1,2000.0,9.0,0.8162432404856648,1000.0,2.0
664,1898,20,6500000,3,2,1048.0,10.5,0.3666098211552757,349.33333333333326,1.5
665,1899,20,4400000,2,1,800.0,8.6,0.34168321694748754,400.0,2.0
666,1902,38,23200000,5,3,3000.0,14.5,0.7599506032107912,600.0,1.6666666666666667
667,1904,34,29500000,8,4,1139.0,25.0,0.167346189164371,142.375,2.0
668,1906,16,2950000,1,1,920.0,3.5,0.9654991473173292,920.0,1.0
669,1907,1,7500000,3,2,1200.0,7.0,0.6296733569460843,400.0,1.5
670,1910,20,8990000,3,1,1800.0,27.8,0.2378262679112908,600.0,3.0
671,1912,34,29000000,3,2,1600.0,17.0,0.3457030194998109,533.3333333333334,1.5
672,1913,36,41000000,4,4,3600.0,30.0,0.44077134986225897,900.0,1.0
673,1916,27,19500000,6,5,2700.0,10.0,0.9917355371900828,450.0,1.2
674,1918,20,8400000,3,2,1300.0,7.4,0.6452733725460997,433.33333333333326,1.5
675,1919,4,13500000,3,2,1800.0,11.0,0.6010518407212623,600.0,1.5
676,1920,20,38250000,3,2,2600.0,34.0,0.2808837033435964,866.6666666666665,1.5
677,1924,1,9500000,3,1,1800.0,16.5,0.40070122714750817,600.0,3.0
678,1925,18,14500000,2,1,1340.0,6.0,0.8203244566880931,670.0,2.0
679,1926,25,6250000,3,2,1000.0,5.5,0.6678353785791802,333.3333333333333,1.5
680,1927,28,23500000,3,2,2500.0,10.5,0.8745463290917835,833.3333333333335,1.5
681,1928,25,15000000,3,2,2600.0,10.3,0.9271889236584736,866.6666666666665,1.5
682,1933,34,16000000,4,2,1700.0,10.0,0.6244260789715336,425.0,2.0
683,1934,34,23000000,3,2,1800.0,26.0,0.2542911633820725,600.0,1.5
684,1941,0,17500000,4,2,1795.0,15.37,0.4289658279130096,448.75,2.0
685,1942,38,29500000,3,2,2700.0,15.0,0.6611570247933884,900.0,1.5
686,1943,25,12000000,4,3,1400.8,8.5,0.6053259871441689,350.2,1.3333333333333333
687,1948,20,3600000,3,2,700.0,10.0,0.2571166207529844,233.33333333333331,1.5
688,1949,35,20000000,3,1,1750.0,20.0,0.3213957759412305,583.3333333333334,3.0
689,1951,20,5500000,3,1,1000.0,12.0,0.3060912151821243,333.3333333333333,3.0
690,1954,25,12900000,4,2,1615.0,7.5,0.7909397000306091,403.75,2.0
691,1955,25,9300000,2,2,1150.0,7.5,0.5632078359351086,575.0,1.0
692,1957,35,13000000,4,4,2400.0,10.0,0.8815426997245179,600.0,1.0
693,1958,20,11500000,3,2,1400.0,6.5,0.7911280638553365,466.66666666666674,1.5
694,1964,28,21000000,4,4,2650.0,10.5,0.9270191088372908,662.5,1.0
695,1965,38,29000000,3,3,2800.0,11.0,0.9349695300108524,933.3333333333335,1.0
696,1966,1,12500000,3,3,1290.08,7.5,0.6318114478114477,430.0266666666666,1.0
697,1969,32,13800000,2,1,1500.0,6.0,0.9182736455463728,750.0,2.0
698,1970,28,40000000,6,3,1800.0,8.0,0.8264462809917356,300.0,2.0
699,1972,29,15000000,5,2,2000.0,8.26,0.8893691482289325,400.0,2.5
700,1973,3,26000000,5,2,2000.0,13.5,0.5441621603237765,400.0,2.5
701,1976,20,5000000,3,1,1300.0,7.5,0.6366697275788185,433.33333333333326,3.0
702,1977,20,9500000,3,1,2500.0,11.5,0.7984988222142372,833.3333333333335,3.0
703,1979,22,6600000,3,1,1300.0,10.5,0.4547640911277275,433.33333333333326,3.0
704,1981,22,7800000,3,2,1275.0,10.0,0.4683195592286501,425.0,1.5
705,1984,3,27500000,2,2,1500.0,8.0,0.6887052341597796,750.0,1.0
706,1985,28,19500000,3,3,2400.0,10.0,0.8815426997245179,800.0,1.0
707,1992,33,4300000,3,2,1329.0,20.0,0.2440771349862259,443.0,1.5
708,1993,18,24500000,6,3,2500.0,12.5,0.7346189164370982,416.66666666666674,2.0
709,1995,21,4200000,1,1,1200.0,7.5,0.5876951331496786,1200.0,1.0
710,1996,4,6900000,3,1,1100.0,10.0,0.4040404040404041,366.66666666666674,3.0
711,2009,4,25500000,4,3,2850.0,11.0,0.9516654144753318,712.5,1.3333333333333333
712,2010,19,4700000,2,2,1500.0,20.0,0.27548209366391185,750.0,1.0
713,2012,5,6000000,3,1,1200.0,8.0,0.5509641873278237,400.0,3.0
714,2013,9,3500000,1,1,400.0,1.5,0.9794918885827976,400.0,1.0
715,2019,6,6800000,2,1,600.0,4.4,0.5008765339343851,300.0,2.0
716,2020,1,8500000,4,2,1600.0,10.0,0.5876951331496786,400.0,2.0
717,2021,34,27500000,8,5,3980.0,15.0,0.9745944291398836,497.5,1.6
718,2024,4,8000000,3,1,1000.0,9.5,0.3866415349668938,333.3333333333333,3.0
719,2026,0,8000000,4,2,1100.0,7.0,0.5772005772005773,275.0,2.0
720,2027,8,9500000,2,1,1250.0,4.8,0.9565350474441384,625.0,2.0
721,2029,20,6000000,2,1,1361.25,7.0,0.7142857142857143,680.625,2.0
722,2031,20,5450000,2,2,900.0,7.0,0.4722550177095632,450.0,1.0
723,2033,25,12500000,3,1,1500.0,12.5,0.4407713498622589,500.0,3.0
724,2036,22,12500000,3,1,2030.0,13.5,0.5523245927286331,676.6666666666666,3.0
725,2037,25,20000000,4,3,2200.0,9.5,0.8506113769271665,550.0,1.3333333333333333
726,2038,38,10300000,4,2,1300.0,10.0,0.4775022956841138,325.0,2.0
727,2039,29,8600000,2,1,800.0,7.5,0.39179675543311904,400.0,2.0
728,2040,2,7700000,3,2,1750.0,10.7,0.6007397681144495,583.3333333333334,1.5
729,2048,27,34000000,5,3,2000.0,15.0,0.4897459442913989,400.0,1.6666666666666667
730,2052,20,9500000,3,1,1300.0,12.0,0.3979185797367616,433.33333333333326,3.0
731,2054,20,12700000,7,2,2860.0,15.0,0.7003367003367004,408.57142857142856,3.5
732,2057,35,12000000,3,3,1300.0,7.5,0.6366697275788185,433.33333333333326,1.0
733,2058,28,15500000,3,3,1483.0,9.5,0.5733893963559036,494.33333333333326,1.0
734,2059,35,13000000,3,3,1600.0,10.0,0.5876951331496786,533.3333333333334,1.0
735,2060,35,10500000,3,3,1300.0,7.5,0.6366697275788185,433.33333333333326,1.0
736,2063,25,3000000,2,1,1000.0,5.0,0.7346189164370982,500.0,2.0
737,2065,3,43000000,4,4,3000.0,20.0,0.5509641873278237,750.0,1.0
738,2067,4,29500000,4,3,2700.0,10.5,0.9445100354191264,675.0,1.3333333333333333
739,2071,1,16500000,3,3,1500.0,7.5,0.7346189164370982,500.0,1.0
740,2073,4,35500000,4,2,2000.0,8.65,0.8492704236267031,500.0,2.0
741,2074,20,7000000,3,1,1200.0,12.0,0.3673094582185492,400.0,3.0
742,2078,34,15500000,3,3,1675.0,7.0,0.8789190607372426,558.3333333333334,1.0
743,2079,4,12700000,3,2,700.0,9.0,0.28568513416998265,233.33333333333331,1.5
744,2081,38,29500000,4,3,2567.0,10.0,0.9428833792470156,641.75,1.3333333333333333
745,2082,38,15000000,2,1,1250.0,12.0,0.3826140189776553,625.0,2.0
746,2085,22,13800000,3,2,1550.0,7.62,0.7471517850902246,516.6666666666666,1.5
747,2092,32,17500000,4,2,1820.0,13.0,0.5142332415059688,455.0,2.0
748,2093,36,39000000,3,3,4000.0,16.5,0.890447171438907,1333.3333333333333,1.0
749,2094,2,4000000,3,1,1200.0,31.0,0.1421843064071803,400.0,3.0
750,2095,1,12000000,4,3,1600.0,8.4,0.6996370632734268,400.0,1.3333333333333333
751,2096,39,4500000,2,1,571.67,2.7,0.7777029554807332,285.835,2.0
752,2100,24,11500000,2,1,702.0,6.0,0.4297520661157024,351.0,2.0
753,2101,1,38250000,3,2,2500.0,34.0,0.2700804839842273,833.3333333333335,1.5
754,2104,35,7200000,3,1,1178.0,12.0,0.3605754514845424,392.66666666666674,3.0
755,2108,35,10000000,3,2,1400.0,9.5,0.5412981489536514,466.66666666666674,1.5
756,2111,28,12000000,3,3,1350.0,7.2,0.6887052341597797,450.0,1.0
757,2113,4,7500000,1,1,1000.0,4.27,0.8602095040247053,1000.0,1.0
758,2116,22,11000000,3,2,1250.0,8.0,0.5739210284664829,416.66666666666674,1.5
759,2121,20,7500000,3,1,1097.0,11.5,0.35038128318760725,365.66666666666674,3.0
760,2122,1,9800000,3,1,1200.0,8.0,0.5509641873278237,400.0,3.0
761,2130,28,19500000,3,4,2400.0,10.0,0.8815426997245179,800.0,0.75
762,2135,4,35000000,4,3,1672.0,7.0,0.8773448773448773,418.0,1.3333333333333333
763,2137,1,11500000,3,2,1500.0,7.3,0.7547454620929092,500.0,1.5
764,2139,24,37000000,2,1,1000.0,18.5,0.19854565309110764,500.0,2.0
765,2140,35,22000000,5,2,2000.0,10.0,0.7346189164370982,400.0,2.5
766,2143,18,16000000,4,3,1500.0,8.0,0.6887052341597796,375.0,1.3333333333333333
767,2144,25,21000000,5,3,2700.0,12.0,0.8264462809917356,540.0,1.6666666666666667
768,2145,28,20000000,3,2,2500.0,10.8,0.8502533755059006,833.3333333333335,1.5
769,2146,1,13700000,3,2,1600.0,10.0,0.5876951331496786,533.3333333333334,1.5
770,2147,2,7900000,5,3,2800.0,18.0,0.5713702683399653,560.0,1.6666666666666667
771,2150,20,5700000,3,2,1200.0,11.0,0.40070122714750817,400.0,1.5
772,2159,32,30000000,4,3,2500.0,10.3,0.8915278112100705,625.0,1.3333333333333333
773,2161,22,7700000,3,1,1700.0,8.5,0.7346189164370983,566.6666666666666,3.0
774,2164,38,13500000,3,2,1800.0,16.0,0.4132231404958678,600.0,1.5
775,2165,32,33000000,3,2,1560.0,10.0,0.5730027548209367,520.0,1.5
776,2167,4,21000000,5,4,2500.0,9.9,0.9275491369155279,500.0,1.25
777,2169,29,23000000,4,3,3500.0,17.0,0.7562253551558364,875.0,1.3333333333333333
778,2171,27,15300000,2,1,1000.0,7.0,0.5247277974550701,500.0,2.0
779,2172,35,13000000,3,3,1600.0,6.1,0.9634346445076698,533.3333333333334,1.0
780,2174,29,13000000,3,1,1500.0,11.0,0.5008765339343851,500.0,3.0
781,2175,20,8500000,3,3,540.0,15.0,0.1322314049586777,180.0,1.0
782,2177,4,28500000,2,1,2100.0,18.5,0.416945871491326,1050.0,2.0
783,2180,35,16900000,3,2,1000.0,12.5,0.2938475665748393,333.3333333333333,1.5
784,2181,18,30000000,3,3,2000.0,10.0,0.7346189164370982,666.6666666666666,1.0
785,2182,28,10800000,3,3,1250.0,6.5,0.706364342727979,416.66666666666674,1.0
786,2184,22,12500000,3,3,1350.0,9.0,0.5509641873278237,450.0,1.0
787,2185,35,9800000,3,3,1342.0,7.0,0.7041847041847041,447.33333333333326,1.0
788,2190,35,21000000,3,4,2587.0,11.0,0.8638450621921696,862.3333333333335,0.75
789,2191,1,16500000,4,4,2500.0,10.0,0.9182736455463728,625.0,1.0
790,2193,28,18800000,3,2,1500.0,8.0,0.6887052341597796,500.0,1.5
791,2199,0,19500000,3,1,1000.0,17.5,0.20989111898202809,333.3333333333333,3.0
792,2212,28,13000000,3,3,1600.0,10.0,0.5876951331496786,533.3333333333334,1.0
793,2213,35,11500000,3,2,1572.0,6.0,0.9623507805325988,524.0,1.5
794,2216,18,27600000,3,2,1357.0,10.0,0.4984389348025712,452.33333333333326,1.5
795,2217,35,11800000,3,2,1650.0,10.0,0.6060606060606061,550.0,1.5
796,2219,35,32000000,5,4,4251.0,16.0,0.9758953168044076,850.2,1.25
797,2220,35,19800000,3,4,2756.0,12.0,0.8435873890419345,918.6666666666665,0.75
798,2222,24,9300000,3,2,1200.0,10.0,0.44077134986225897,400.0,1.5
799,2223,1,17000000,4,3,2200.0,10.0,0.8080808080808082,550.0,1.3333333333333333
800,2228,25,13600000,3,2,1800.0,8.7,0.7599506032107913,600.0,1.5
801,2232,22,11500000,3,2,1200.0,6.5,0.67810976901886,400.0,1.5
802,2233,34,20500000,4,2,2000.0,27.0,0.27208108016188826,500.0,2.0
803,2237,1,11000000,3,3,1200.0,7.3,0.6037963696743274,400.0,1.0
804,2239,1,12000000,3,2,1200.0,7.0,0.6296733569460843,400.0,1.5
805,2243,35,12000000,4,2,2300.0,10.0,0.8448117539026629,575.0,2.0
806,2246,29,18700000,3,1,1900.0,22.0,0.3172218048251106,633.3333333333334,3.0
807,2248,1,22000000,4,4,2700.0,11.6,0.8549444286121403,675.0,1.0
808,2251,35,21000000,3,3,2200.0,11.0,0.7346189164370983,733.3333333333335,1.0
809,2252,25,14700000,3,3,2111.0,8.7,0.8912531796544336,703.6666666666665,1.0
810,2255,22,8500000,2,1,1200.0,14.0,0.3148366784730421,600.0,2.0
811,2256,20,7000000,5,2,2400.0,12.5,0.7052341597796143,480.0,2.5
812,2261,35,4200000,3,1,1200.0,10.0,0.44077134986225897,400.0,3.0
813,2264,35,11500000,3,2,1650.0,8.5,0.7130124777183601,550.0,1.5
814,2266,28,29500000,4,4,2500.0,12.0,0.7652280379553106,625.0,1.0
815,2267,28,13000000,2,1,1500.0,9.2,0.5988741166606779,750.0,2.0
816,2269,3,10000000,3,2,1200.0,7.5,0.5876951331496786,400.0,1.5
817,2270,4,33000000,6,3,4000.0,16.65,0.8824251248493673,666.6666666666666,2.0
818,2272,35,11500000,3,2,1600.0,6.0,0.9794918885827976,533.3333333333334,1.5
819,2273,35,17000000,4,3,2000.0,7.7,0.9540505408274004,500.0,1.3333333333333333
820,2274,1,33000000,6,4,3200.0,20.0,0.5876951331496786,533.3333333333334,1.5
821,2279,28,16500000,3,2,1800.0,12.0,0.5509641873278237,600.0,1.5
822,2281,35,12000000,3,3,1500.0,8.0,0.6887052341597796,500.0,1.0
823,2283,20,6100000,2,1,1000.0,10.0,0.3673094582185491,500.0,2.0
824,2284,35,11800000,3,3,1500.0,10.0,0.5509641873278237,500.0,1.0
825,2286,25,15000000,4,3,1900.0,8.0,0.8723599632690542,475.0,1.3333333333333333
826,2290,27,31000000,4,3,3000.0,15.0,0.7346189164370982,750.0,1.3333333333333333
827,2291,25,15500000,3,2,2000.0,14.3,0.5137195219839847,666.6666666666666,1.5
828,2292,25,31500000,4,3,2839.0,10.9,0.9566894971398724,709.75,1.3333333333333333
829,2301,24,19500000,3,2,1100.0,9.85,0.4101933035943189,366.66666666666674,1.5
830,2303,27,13600000,3,3,1560.0,7.5,0.7640036730945822,520.0,1.0
831,2305,28,25000000,5,2,2500.0,12.0,0.7652280379553106,500.0,2.5
832,2306,25,12000000,3,2,1450.0,8.0,0.6657483930211203,483.33333333333326,1.5
833,2309,22,10500000,3,2,1400.0,10.0,0.5142332415059687,466.66666666666674,1.5
834,2310,21,6500000,3,1,1075.19,7.5,0.5265699418426691,358.3966666666667,3.0
835,2311,35,13500000,3,3,1550.0,10.0,0.5693296602387512,516.6666666666666,1.0
836,2313,35,15000000,4,3,1623.0,13.0,0.45857173129900397,405.75,1.3333333333333333
837,2315,34,7500000,2,1,1200.0,8.0,0.5509641873278237,600.0,2.0
838,2317,20,15000000,5,3,2800.0,10.95,0.939238797271176,560.0,1.6666666666666667
839,2318,25,15000000,3,3,1800.0,12.0,0.5509641873278237,600.0,1.0
840,2320,20,7800000,3,2,1500.0,10.5,0.5247277974550701,500.0,1.5
841,2323,35,12000000,3,3,1452.0,8.0,0.6666666666666666,484.0,1.0
842,2325,29,9000000,3,1,1000.0,14.0,0.2623638987275351,333.3333333333333,3.0
843,2327,1,13500000,3,3,1650.0,6.75,0.8978675645342312,550.0,1.0
844,2334,35,17500000,4,3,2000.0,7.7,0.9540505408274004,500.0,1.3333333333333333
845,2342,28,22000000,4,4,2650.0,11.6,0.8391121243785821,662.5,1.0
846,2344,20,9000000,3,2,1412.0,10.0,0.5186409550045914,470.66666666666674,1.5
847,2347,35,17500000,4,4,2300.0,9.0,0.9386797265585144,575.0,1.0
848,2348,35,13500000,3,3,1520.0,10.0,0.5583103764921946,506.66666666666674,1.0
849,2349,1,13000000,3,3,1650.0,7.5,0.8080808080808081,550.0,1.0
850,2358,20,4500000,3,1,1200.0,9.0,0.4897459442913989,400.0,3.0
851,2359,8,8700000,2,1,800.0,3.5,0.8395644759281122,400.0,2.0
852,2361,35,12000000,3,3,1450.0,8.0,0.6657483930211203,483.33333333333326,1.0
853,2362,1,8000000,3,2,950.0,8.5,0.4105223356560255,316.6666666666667,1.5
854,2363,35,12500000,3,2,1250.0,7.7,0.5962815880171252,416.66666666666674,1.5
855,2366,28,17500000,3,2,1400.0,10.0,0.5142332415059687,466.66666666666674,1.5
856,2368,1,17000000,3,1,1200.0,15.0,0.2938475665748393,400.0,3.0
857,2372,35,11500000,3,2,1580.0,6.0,0.9672482399755128,526.6666666666666,1.5
858,2376,35,11800000,3,3,1550.0,10.0,0.5693296602387512,516.6666666666666,1.0
859,2382,27,16000000,8,3,3800.0,17.0,0.8210446713120509,475.0,2.6666666666666665
860,2383,38,35000000,4,3,3500.0,13.0,0.9889100798191708,875.0,1.3333333333333333
861,2387,1,8500000,3,2,2400.0,10.5,0.8395644759281123,800.0,1.5
862,2388,4,26000000,8,6,1500.0,6.0,0.9182736455463728,187.5,1.3333333333333333
863,2389,28,6800000,2,2,1200.0,10.0,0.44077134986225897,600.0,1.0
864,2391,35,13700000,3,2,1600.0,10.0,0.5876951331496786,533.3333333333334,1.5
865,2393,35,8800000,3,2,1345.0,7.5,0.6587082950719315,448.33333333333326,1.5
866,2394,28,28000000,7,3,3200.0,20.0,0.5876951331496786,457.1428571428572,2.333333333333333
867,2397,29,17000000,5,2,1800.0,7.5,0.8815426997245179,360.0,2.5
868,2398,29,35000000,5,2,5000.0,35.0,0.5247277974550701,1000.0,2.5
869,2399,35,7800000,4,2,1400.0,10.08,0.5101520253035404,350.0,2.0
870,2400,35,38000000,5,3,3100.0,30.0,0.3795531068258341,620.0,1.6666666666666667
871,2402,28,20000000,4,2,1600.0,10.0,0.5876951331496786,400.0,2.0
872,2403,28,15700000,7,3,1500.0,10.0,0.5509641873278237,214.28571428571428,2.333333333333333
873,2404,27,8200000,2,1,700.0,8.5,0.3024901420623345,350.0,2.0
874,2408,35,7500000,3,1,1000.0,6.7,0.5482230719679837,333.3333333333333,3.0
875,2409,3,19500000,1,1,1200.0,12.0,0.3673094582185492,1200.0,1.0
876,2410,35,7500000,2,1,1000.0,14.5,0.2533168677369304,500.0,2.0
877,2411,18,16500000,5,3,1600.0,6.0,0.9794918885827976,320.0,1.6666666666666667
878,2412,3,16000000,7,3,2000.0,10.0,0.7346189164370982,285.7142857142857,2.333333333333333
879,2414,1,13000000,3,3,1650.0,7.13,0.850014875260317,550.0,1.0
880,2418,35,13000000,4,1,1700.0,11.5,0.5429791991056814,425.0,4.0
881,2426,27,20800000,4,4,2400.0,9.25,0.9530191348373168,600.0,1.0
882,2428,3,12000000,2,1,1500.0,6.0,0.9182736455463728,750.0,2.0
883,2430,35,7900000,3,2,1500.0,8.0,0.6887052341597796,500.0,1.5
884,2432,35,10500000,3,2,1254.0,7.5,0.6141414141414142,418.0,1.5
885,2436,29,21000000,3,2,1400.0,11.75,0.4376453119199734,466.66666666666674,1.5
886,2441,28,17800000,3,3,1800.0,10.0,0.6611570247933884,600.0,1.0
887,2442,28,17800000,3,3,1700.0,10.0,0.6244260789715336,566.6666666666666,1.0
888,2448,5,5500000,2,1,272.0,1.0,0.9990817263544536,136.0,2.0
889,2449,35,30000000,5,4,3858.0,16.0,0.8856749311294766,771.6,1.25
890,2450,0,16000000,4,2,3000.0,18.44,0.597575040485709,750.0,2.0
891,2452,35,8000000,3,1,1300.0,7.0,0.6821461366915912,433.33333333333326,3.0
892,2455,35,11300000,3,3,1300.0,7.0,0.6821461366915912,433.33333333333326,1.0
893,2456,35,5700000,2,1,1800.0,10.0,0.6611570247933884,900.0,2.0
894,2464,37,26000000,4,2,1957.0,20.5,0.3506461510896101,489.25,2.0
895,2465,2,10000000,3,1,2500.0,40.0,0.2295684113865932,833.3333333333335,3.0
896,2472,35,15000000,3,3,1650.0,13.0,0.4662004662004662,550.0,1.0
897,2473,28,21000000,3,3,1250.0,10.0,0.4591368227731864,416.66666666666674,1.0
898,2475,35,11800000,3,3,1590.0,10.0,0.5840220385674929,530.0,1.0
899,2479,20,16500000,4,2,2400.0,10.0,0.8815426997245179,600.0,2.0
900,2483,35,30000000,4,3,3000.0,17.0,0.6481931615621455,750.0,1.3333333333333333
901,2490,28,22000000,4,3,2700.0,11.6,0.8549444286121403,675.0,1.3333333333333333
902,2495,35,12000000,3,3,1600.0,8.0,0.7346189164370982,533.3333333333334,1.0
903,2496,35,29500000,4,3,2800.0,25.1,0.40974760279360056,700.0,1.3333333333333333
904,2501,20,4500000,2,2,1200.0,12.0,0.3673094582185492,600.0,1.0
905,2503,28,22000000,3,3,2000.0,9.0,0.8162432404856648,666.6666666666666,1.0
906,2505,35,17500000,4,4,2200.0,9.0,0.8978675645342312,550.0,1.0
907,2506,35,6800000,2,1,1700.0,8.0,0.7805325987144169,850.0,2.0
908,2508,20,9000000,5,3,2000.0,16.0,0.4591368227731864,400.0,1.6666666666666667
909,2512,32,9000000,3,2,1426.0,7.0,0.7482618391709301,475.33333333333326,1.5
910,2513,27,17500000,4,1,1900.0,13.5,0.5169540523075876,475.0,4.0
911,2514,1,11000000,3,3,1250.0,7.3,0.6289545517440911,416.66666666666674,1.0
912,2527,20,22000000,4,4,3200.0,24.0,0.4897459442913988,800.0,1.0
913,2530,39,9500000,2,2,1600.0,8.0,0.7346189164370982,800.0,1.0
914,2531,24,13000000,2,2,500.0,3.0,0.6121824303642486,250.0,1.0
915,2533,1,9300000,3,2,1500.0,7.8,0.7063643427279791,500.0,1.5
916,2544,28,22000000,3,3,2000.0,8.75,0.8395644759281122,666.6666666666666,1.0
917,2545,28,28000000,7,3,3700.0,20.0,0.6795224977043158,528.5714285714286,2.333333333333333
918,2547,25,13900000,3,2,1687.0,8.6,0.7205244837380144,562.3333333333334,1.5
919,2550,35,11000000,3,2,1200.0,6.75,0.6529945923885317,400.0,1.5
920,2555,35,10500000,2,1,850.0,7.5,0.416284052647689,425.0,2.0
921,2557,21,8500000,2,1,1500.0,12.0,0.4591368227731864,750.0,2.0
922,2562,35,13700000,3,3,1523.0,10.0,0.5594123048668502,507.66666666666674,1.0
923,2565,20,3800000,2,1,2000.0,9.0,0.8162432404856648,1000.0,2.0
924,2575,28,37000000,5,4,3000.0,15.0,0.7346189164370982,600.0,1.25
925,2576,4,42000000,7,3,2500.0,15.0,0.6121824303642485,357.1428571428572,2.333333333333333
926,2578,27,27500000,4,3,2500.0,12.5,0.7346189164370982,625.0,1.3333333333333333
927,2579,35,15000000,4,3,1586.0,13.0,0.4481175390266299,396.5,1.3333333333333333
928,2583,2,8300000,3,2,2000.0,12.75,0.5761716991663516,666.6666666666666,1.5
929,2595,35,7500000,3,1,2000.0,10.5,0.6996370632734269,666.6666666666666,3.0
930,2599,20,2500000,2,1,800.0,11.5,0.2555196231085559,400.0,2.0
931,2600,35,21000000,3,3,2400.0,11.0,0.8014024542950163,800.0,1.0
932,2603,1,33000000,4,4,3800.0,20.0,0.6978879706152433,950.0,1.0
933,2607,35,15000000,4,3,1650.0,13.0,0.4662004662004662,412.5,1.3333333333333333
934,2608,15,11000000,3,3,2500.0,20.0,0.4591368227731864,833.3333333333335,1.0
935,2609,24,22000000,6,4,1632.0,6.0,0.9990817263544536,272.0,1.5
936,2610,23,40000000,4,3,2500.0,14.0,0.6559097468188376,625.0,1.3333333333333333
937,2611,34,30625000,3,2,2750.0,35.0,0.2886002886002886,916.6666666666665,1.5
938,2617,1,14000000,3,3,1400.0,9.0,0.5713702683399653,466.66666666666674,1.0
939,2618,25,11000000,3,2,1200.0,9.0,0.4897459442913989,400.0,1.5
940,2619,28,14800000,3,2,1280.0,7.5,0.6268748086929905,426.66666666666674,1.5
941,2620,2,8500000,2,2,600.0,14.0,0.15741833923652107,300.0,1.0
942,2623,18,9500000,2,1,800.0,3.0,0.9794918885827976,400.0,2.0
943,2632,28,10800000,3,3,1250.0,6.0,0.7652280379553106,416.66666666666674,1.0
944,2635,1,13100000,3,3,2050.0,10.0,0.7529843893480257,683.3333333333334,1.0
945,2637,28,26000000,3,2,2500.0,13.0,0.706364342727979,833.3333333333335,1.5
946,2642,1,15500000,3,3,2020.0,10.0,0.7419651056014692,673.3333333333334,1.0
947,2644,38,39500000,4,4,3600.0,14.0,0.9445100354191264,900.0,1.0
948,2646,35,12000000,3,3,1550.0,8.0,0.7116620752984392,516.6666666666666,1.0
949,2648,35,16000000,3,2,1800.0,10.0,0.6611570247933884,600.0,1.5
950,2652,4,14000000,2,2,1250.0,8.16,0.5626676749671401,625.0,1.0
951,2653,33,5500000,4,1,1700.0,80.0,0.0780532598714417,425.0,4.0
952,2654,35,8800000,3,2,1650.0,7.5,0.8080808080808081,550.0,1.5
953,2655,20,8500000,3,2,1200.0,11.2,0.39354584809130266,400.0,1.5
954,2658,28,28000000,4,4,2500.0,12.0,0.7652280379553106,625.0,1.0
955,2659,1,14500000,4,3,2500.0,10.0,0.9182736455463728,625.0,1.3333333333333333
956,2660,28,17800000,3,3,1650.0,10.0,0.6060606060606061,550.0,1.0
957,2663,25,7900000,2,1,1100.0,4.5,0.8978675645342312,550.0,2.0
958,2664,1,5000000,3,1,1000.0,6.2,0.5924346100299179,333.3333333333333,3.0
959,2666,34,27000000,6,2,2700.0,11.42,0.8684199099738027,450.0,3.0
960,2667,22,6600000,2,1,1100.0,7.5,0.5387205387205387,550.0,2.0
961,2668,18,26000000,3,2,2000.0,10.5,0.6996370632734269,666.6666666666666,1.5
962,2669,25,18000000,3,2,1402.0,20.0,0.25748393021120297,467.33333333333326,1.5
963,2670,22,7500000,3,2,1500.0,14.8,0.3722730995458268,500.0,1.5
964,2672,20,5000000,3,1,1300.0,10.5,0.4547640911277275,433.33333333333326,3.0
965,2676,20,8000000,3,1,1800.0,10.5,0.6296733569460843,600.0,3.0
966,2680,1,22000000,4,4,2650.0,11.6,0.8391121243785821,662.5,1.0
967,2689,38,32500000,4,3,2650.0,12.4,0.7849758582896413,662.5,1.3333333333333333
968,2691,27,6500000,3,1,1500.0,7.0,0.7870916961826052,500.0,3.0
969,2692,35,24900000,7,6,4000.0,19.0,0.7732830699337876,571.4285714285714,1.1666666666666667
970,2693,18,17500000,3,3,1200.0,4.5,0.9794918885827976,400.0,1.0
971,2694,1,11700000,3,3,1650.0,9.0,0.6734006734006734,550.0,1.0
972,2698,32,15000000,4,1,1200.0,7.0,0.6296733569460843,300.0,4.0
973,2702,1,4000000,2,1,600.0,6.0,0.3673094582185492,300.0,2.0
974,2706,34,39000000,3,2,2200.0,16.0,0.5050505050505051,733.3333333333335,1.5
975,2709,28,19000000,4,4,2200.0,10.0,0.8080808080808082,550.0,1.0
976,2711,35,12300000,2,1,1200.0,7.8,0.5650914741823833,600.0,2.0
977,2712,35,13700000,3,3,1345.0,10.0,0.4940312213039486,448.33333333333326,1.0
978,2713,32,38000000,3,3,1998.0,8.1,0.9060299969390878,666.0,1.0
979,2718,1,15000000,4,3,1900.0,8.0,0.8723599632690542,475.0,1.3333333333333333
