,0,1,2,3,4,5,6,7
74,Mattegoda Land for Sale, 3 Jul  3:02 pm,"Kottawa, Colombo","495,000","Residential Land (A peaceful location for living)11 Perches with clear deed/approved planRs: 495,000/= per perch (Negotiable)Ability to get electricity & waterPlease contact for more details -","Kudamaduwa Rd, Mattegoda, Kottawa.",Residential,11.0 perches
75,ඉඩමක් විකිණීමට - කොට්ටාව, 2 Jul  3:16 pm,"Kottawa, Colombo","660,000",කොට්ටාව හෝකන්දර මල්වත්ත පාරේ වේලට මායිම්ව පර්චස් 10ක් හතරැස් ඉඩම අතුරුගිරිය කොට්ටාව පිවිසුමට විනාඩි 5 ක දුරින් පිහිට ඇත. බැංකු ණය පහසුකම් ලබා ගත හැක. මුදල  සාකච්චා කරගත හැක. දුරකත අංකය,kottawa,Residential,10.0 perches
76,Residential land plot for sale in Kottawa, 2 Jul 11:52 am,"Kottawa, Colombo","1,000,000",15 feet wide roadclear deeds,"Thalagahawatta road,Pinhena junction,kottawa",Residential,10.0 perches
77,Land for Sale in - Kottawa, 1 Jul  4:48 pm,"Kottawa, Colombo","5,500,000",කොට්ටාව හංන්දියට 4kmමාලබේ හංන්දියට 5km අතුරුගිරියේ අදිවෙගි මාර්ග පිවිසුමට 2kmවෙල් යාය මුහුණලා අගනා බිම් කොටස විකිණීමට ඇතපැහැදිලි නිරවුල් ඔප්පු නිස්කලංක පරිසරය,"Horahena Road,Kottawa",Residential,8.39 perches
78,Lands for Sale in Maththegoda, 1 Jul 11:41 am,"Kottawa, Colombo","495,000",Lands for sale in Maththegoda,Residential,20.0 perches,
79,Land for Sale - Kottawa, 1 Jul  3:41 am,"Kottawa, Colombo","600,000",Clear deedDon't miss this opportunitygenuine buyers only,kottawa,Residential,10.0 perches
80,Land for Sale in Kottawa Town, 8 Jul  9:25 am,"Kottawa, Colombo","3,300,000",20 perches Main road access100m to kottawa junctionCommercial area,Kottawa town area,Commercial,20.0 perches
81,Land for Sale in Kottawa.,30 Jun  6:43 am,"Kottawa, Colombo","650,000",17.55 Square Land for sale in Kottawa. 6p and 10.25p available.,"Balika niwasa Road, kottawa.","Residential, Other",17.55 perches
82,NSB || Land in Kottawa, 8 Jul  9:25 am,"Kottawa, Colombo","35,000,000",45 perchesCommercial & Residential areaHaving water & electricity suppliesKottawa/Malabe road access2km to kottawa junction2.5km to kottawa high way entrance2.5km to vidyala junction3.5km to thalawathugoda junctionClear deeds,"Kottawa,Malabe road","Commercial, Other",45.0 perches
83,Land for Sale - Kottawa,20 Jul 11:57 am,"Kottawa, Colombo","995,000",1km to Kottawa Town 700m to Makubura Bus station (MMC)400m to High level Road,"Kulathunga Mawatha, kottawa","Agricultural, Residential",8.0 perches
84,Land for Sale Kottawa - Homagama Road., 8 Jul  1:13 pm,"Kottawa, Colombo","1,000,000","kottawa - homagama 128 road.Facing to 128 kottawa - homagama road, nugagahalanda place, 6 lane500 meters to homagama hospital.Two mints to high-level road.Two mints to kottawa highway entrance.can use commercial or residential.*Electricity *water*clear deeds*Bank loan & Easy payment available","nugagahalanda place, kottawa.",Residential,16.6 perches
85,Land for Sale - Pitipana (lot-15),19 Jul 10:21 am,"Kottawa, Colombo","297,500","N.S.B.M හරිත සරසවියට හා මහින්ද රාජපක්ෂ විදුහලට සමිපඅව)වටිනාකමින් පූර්ණ බිම් කොටස් නල ජලය, තෙකලා විදුලිය, තාර යෙදු පුළුල් මාර්ග, කොන්ක්‍රීට් කාණු පද්ධති සහිත සියළුම පහසුකම් සමගින් බැංකු ණය සහ එකවර ගෙවීමේදී විශේෂ වට්ටම් පහසු ගෙවීමේ ක්‍රම රැසක් සමගින් තමන්ටම ඔබින සුපිරිම ඉඩම අපෙන් අදම අමතන්මෙසේ ගෙවන්න. මුලින් රු.150000/- ක් ගෙවා ඔබගේ බිම් කොටස වෙන්කරවා ගන්න. දින 14 ක් ඇතුලත වටිනාකමින් 40% ගෙවන්න. ඉතිරිය වාරික වශයෙන් බැංකු,රාජ්‍ය සේවා,දෙපාර්තුමේන්තු ණය මගින් අවුරුදු 20 ක් දක්වා හෝ මාස 3ක් ඇතුලත පොලී රහිතව ගෙවන්න. වෙන්කරවාගෙන මසක්‌ තුල ,මුලු වටිනාකම ගෙවා සුවිශේෂී මිල අඩු කිරම් හිමි කරගන්න. නැති නම් Fair Lands පහසු ගෙවීමේ ක්‍රම යටතේ වසර 05 ක් තුළ වාරික වශ",Pitipana,"Commercial, Residential, Other",7.67 perches
86,Land for Sale in 336 Rout Hokandara,20 Jul 10:53 am,"Kottawa, Colombo","770,000","මාලඹේ , කොට්ටාවා , මහරගම , අතුරුගිරිය නගරයන්ට මැඳිව________තලවතුගොඩ නගරයට නුදුරින්_______",Hokandara rd,Residential,6.0 perches
87,Land for Sale Mahalwarawa - IDL0556,11 Jul  9:50 pm,"Kottawa, Colombo","1,250,000",40 perch land and this land located in Mahalwarawa. 300 meters away from Mahalwarawa Road.,Residential,30.0 perches,
88,6 Acres Land for Sale Kottawa,26 Jun  9:21 am,"Kottawa, Colombo","700,000",Reference No- KL 01 3. 5 km from kottawa taown.high plat land ideal for Housing project.part of land facing paddyfilds.the entrance road is 20 feet.5 km from southern - kandy highway exit.4 km from kottawa multiple purpose Transport center.,kottawa,"Agricultural, Commercial, Residential, Other",6.0 acres
89,Land For Sale in Kottawa,24 Jun  1:35 pm,"Kottawa, Colombo","6,000,000","කොට්ටාව, මාකුඹුර, හයිලෙවල් පාරට මුහුණලාව්‍යාපාරික ස්ථානයකට සුදුසු පර්චස් 25 ක නිවසක් සමඟඉඩම විකිණීමට තිබේ.මාකුඹුර බහුකාර්ය ප්‍රවාහන මධ්‍යස්ථානයකට(New Highway Bus stand) දුම්රිය ස්ථාන, සුපිරි වෙළඳසැල්, පාසැල්කොට්ටාව අධිවේගී පිවිසුමට පෙනෙන දුරින් පර්චසයක් ලක්ෂ 60 (Negotiable)","High Level Road, Makubura, Kottawa","Commercial, Residential",25.0 perches
